osmid,y,x
4264430447,19.0662358,72.8822776
4264598303,19.0540011,72.8945412
4264598304,19.054147,72.8945737
4264598305,19.0548471,72.8947295
4264598306,19.0566662,72.8951344
4264598311,19.0595798,72.8965668
4264598312,19.0604841,72.8972015
4264598321,19.0684216,72.9004288
4264598322,19.0685934,72.9002916
4264598323,19.0700455,72.9009247
4264598325,19.0709681,72.9013295
4264598326,19.072242,72.9020724
4264598329,19.0743142,72.9030515
4264598330,19.0744694,72.9030946
4264598331,19.0753086,72.9033169
4264598335,19.0770409,72.9037344
4292824317,19.0468384,72.8892404
4292858341,19.0349794,72.8955307
4296286846,19.0489691,72.9176352
4296286850,19.0495716,72.918091
4352245961,19.0708019,72.8819088
4352255195,19.0674368,72.8870857
4352255196,19.0667896,72.886806
4357258313,19.032783,72.9071967
4357258344,19.0347318,72.9015873
4357258352,19.0338209,72.9017053
4357258366,19.0401541,72.9049464
4357265370,19.033153,72.896134
4357265381,19.0360105,72.8951954
4357265384,19.0358413,72.894442
4357265401,19.0422933,72.8934264
4357265406,19.0411555,72.8911256
4357265410,19.0415471,72.8952869
4357265417,19.04314,72.8913264
4357265418,19.042912,72.892007
4357265419,19.0427246,72.8912805
4357265420,19.0424486,72.8919998
4357265421,19.044255,72.8920114
4357272770,19.0520165,72.8849761
4357272771,19.052036,72.8847189
4357272773,19.0528077,72.8860647
4357272774,19.0528647,72.8863603
4357272778,19.0525082,72.8880171
4357272779,19.0532734,72.8890651
4357272780,19.0537105,72.8895808
4357272781,19.053976,72.8898169
4357273791,19.0477857,72.887551
4357273794,19.0489526,72.8911397
4357273797,19.0525163,72.8913292
4357273800,19.0521851,72.8940051
4357273807,19.0522252,72.895665
4357273822,19.0577871,72.8982877
4357273824,19.0582908,72.8975605
4357273825,19.0580659,72.8983472
4357273826,19.0579843,72.8975131
4357273827,19.0576757,72.8972023
4357273828,19.0573546,72.8981953
4357273829,19.0573299,72.8972044
4357273830,19.0571131,72.8981437
4357273834,19.0563738,72.8964268
4357273836,19.057586,72.8959679
4357273837,19.0592947,72.8972497
4357273838,19.0589255,72.8971444
4357273839,19.0588937,72.8966882
4357289626,19.0644179,72.9000521
4357289627,19.0639199,72.8997952
4357289628,19.064141,72.9007135
4357289630,19.062796,72.9012126
4357289632,19.0633759,72.9016247
4357289633,19.0636852,72.9018023
4357289634,19.0632261,72.9020184
4357289635,19.0631353,72.9031157
4357289636,19.0625571,72.9029465
4357289641,19.0587091,72.9130629
4357289642,19.0597922,72.9111302
4357289656,19.0589826,72.9097566
4357289660,19.0644158,72.9048264
4357289667,19.0636313,72.9064719
4357289668,19.063216,72.9038555
4357289671,19.0669842,72.9037313
4357289674,19.0651178,72.904813
4357289678,19.0645177,72.8998137
4357289680,19.0639968,72.901058
4357289681,19.0643072,72.9018306
4357289683,19.063735,72.9016833
4357290589,19.0760224,72.9186193
4357290590,19.0755695,72.9182471
4357290591,19.0750199,72.918976
4357290592,19.0746441,72.9194742
4357290593,19.075013,72.9199253
4357290595,19.0754245,72.9194314
4357290596,19.0758331,72.9197666
4357290597,19.0758194,72.918895
4357290598,19.076178,72.9191809
4357290599,19.0783583,72.9170902
4357300474,19.0787657,72.9125575
4357300475,19.0778432,72.9125942
4357300486,19.0730711,72.9091664
4357300487,19.0725281,72.908444
4357300488,19.0728274,72.906548
4357302889,19.0718186,72.905741
4357302890,19.0712552,72.9026933
4357309647,19.0624993,72.8938792
4357309652,19.061332,72.888653
4357309654,19.0604415,72.889866
4357309655,19.0610654,72.8890109
4357309659,19.06103,72.8906419
4357309660,19.0605247,72.8881468
4357309663,19.0612317,72.8887877
4357309664,19.0598717,72.8878709
4357309666,19.0589095,72.8873239
4357309667,19.0598158,72.8862763
4357309669,19.0603067,72.8855997
4357309670,19.061178,72.8849012
4357309677,19.0638345,72.8847543
4357309678,19.0644925,72.8856407
4357358499,19.0709101,72.8805937
4357381437,19.0786575,72.8854447
4357381478,19.0785692,72.8815725
4357416049,19.0763541,72.8836828
4362728148,19.0615923,72.8946409
4362728156,19.0572824,72.8899749
4362728157,19.0576246,72.8910656
4362728160,19.0561044,72.889512
4362728161,19.0545438,72.8889344
4362728164,19.0540397,72.888781
4362754014,19.0483071,72.8949619
4362754015,19.0460324,72.896495
4362754018,19.0458333,72.8968383
4362754034,19.0451747,72.8979038
4362754055,19.0447662,72.8940918
4362754073,19.0381288,72.8949678
4362754076,19.0398844,72.8972775
4366100891,19.0796287,72.9013151
4366129933,19.0593772,72.8881127
4366129934,19.0589313,72.8884069
4366129935,19.0597095,72.8887051
4366129936,19.0593961,72.8889079
4443987680,19.0344516,72.9049687
4445050837,19.0692618,72.896079
4445143770,19.0669971,72.8949152
4445143774,19.0678314,72.896445
4445143775,19.0681947,72.8967369
4462480898,19.0632223,72.9002978
4463696697,19.071005,72.8823522
4465528799,19.065918,72.8994182
4467059918,19.041055,72.8940246
4467059919,19.0411994,72.8944327
4467059925,19.0418634,72.8945327
4519288172,19.0516418,72.8940347
4569925675,19.0470975,72.9096005
4720636605,19.0334686,72.8960221
4972461860,19.0576513,72.8954405
5217918622,19.045657,72.9105085
5242502020,19.0776421,72.8905251
5242502259,19.0733164,72.8858297
5265719451,19.0721326,72.9138967
5265719459,19.0724691,72.9140601
5265726335,19.0726915,72.9158494
5265726342,19.0720845,72.9156492
5265726922,19.0720103,72.9159027
5265726928,19.07225,72.916
5267231816,19.0726974,72.9184762
5330842616,19.0599992,72.9027315
5349392408,19.0672757,72.902194
5354454748,19.0457674,72.9089358
5539183022,19.0306565,72.8912535
5539183028,19.0319363,72.8942636
5792167748,19.0566052,72.8874693
5792168761,19.053126,72.8808458
5838250386,19.0452132,72.916548
5838250403,19.0463753,72.9088042
5838250404,19.0462144,72.9086835
5838250417,19.0539506,72.8949957
5843735650,19.0707033,72.9073765
5865538270,19.0655958,72.8993351
5865538271,19.0656745,72.8994519
5865538272,19.0651283,72.8991625
5911339568,19.0547734,72.9072582
5911339569,19.0539495,72.9101121
5911339572,19.0552011,72.9106959
5911635635,19.0629322,72.9036062
5911636863,19.0643513,72.9052332
5911636868,19.0620189,72.9058511
5911636869,19.0612483,72.9054961
5912237790,19.0578907,72.918356
5912237845,19.0595843,72.9164429
5912283049,19.0615602,72.9198566
5912283058,19.0640902,72.9192178
5912283059,19.0638032,72.9198759
5912283073,19.0628216,72.9179355
5912283074,19.0630391,72.9173733
5912283077,19.0630695,72.9180512
5912283078,19.063388,72.9172388
5913226216,19.0661588,72.9168767
5913226245,19.0610381,72.9168292
5913226246,19.0609198,72.9166116
5913226247,19.0609134,72.9165508
5913226250,19.0607033,72.9138806
5913226251,19.0605357,72.9119275
5913226252,19.0604658,72.911158
5913226254,19.0604192,72.9103778
5913226280,19.0558256,72.9147041
5913226343,19.0561121,72.9149884
5913226347,19.0573929,72.9135068
5913226353,19.0605206,72.9165711
5913226354,19.0595604,72.916488
5913226355,19.0594999,72.9164803
5913226379,19.0629186,72.9112169
5913278402,19.0655707,72.9199936
5913278406,19.0618642,72.9179939
5913464539,19.0709293,72.8993896
5913464570,19.0650337,72.9009554
5913464571,19.0648558,72.9014191
5913464730,19.0631112,72.9108792
5913464731,19.063041,72.9107961
5913464735,19.0606639,72.9125957
5913464739,19.0628396,72.9111513
5913464746,19.0602382,72.9092251
5913464751,19.0583963,72.9089293
5913464758,19.0560102,72.9117275
5926760156,19.0650821,72.8807894
6117377483,19.0738631,72.8812616
6293072354,19.0613901,72.8947876
6293081321,19.0615451,72.893406
6430960763,19.0737686,72.8802672
6430960767,19.0740375,72.880484
6431154248,19.0690849,72.8815017
6431190845,19.0723671,72.8836835
6431316956,19.0654047,72.8936242
6431316960,19.0660752,72.8915969
6431435287,19.0660642,72.9082389
6431435288,19.0650765,72.9077257
6435209454,19.0594473,72.8812864
6435423923,19.0798537,72.8804755
6469480455,19.0756069,72.9151547
6469480456,19.0753533,72.9150045
6469549264,19.0536213,72.8851783
6488201809,19.0545188,72.9005052
6488201811,19.0550573,72.9030897
6488652331,19.0548257,72.9011262
6495534604,19.0670015,72.8916704
6495534616,19.0667343,72.8898588
6495534619,19.066202,72.8910964
6495626249,19.0607227,72.8809025
6497154927,19.0793133,72.880066
6497154928,19.0791837,72.8802945
6567709171,19.0623072,72.8872863
6567709172,19.062044,72.8876159
6567709173,19.0620495,72.8870651
6567709174,19.061747,72.88737
6568869621,19.0744477,72.9031866
6569087155,19.0702378,72.9068478
6569087156,19.0705353,72.9073197
6569087157,19.0706516,72.9074797
6569231063,19.0537424,72.8849571
6569434367,19.0778742,72.9001799
6569434369,19.0770948,72.8997534
6569435666,19.0612224,72.8854319
6569435667,19.0609822,72.8850582
6569435668,19.0608123,72.8847787
6569722819,19.079522,72.8853812
6571795846,19.0592167,72.8901379
6571910349,19.0565528,72.8875106
6571923643,19.0619734,72.8977955
6571926777,19.0601236,72.9075127
6571926778,19.0613239,72.9079425
6572018474,19.0632177,72.9150765
6572171801,19.078565,72.9010248
6572189287,19.0611185,72.8930527
6572192876,19.0794484,72.9025912
6572192881,19.0798096,72.902614
6572192883,19.0797526,72.9029319
6572192884,19.0794224,72.9029126
6573759450,19.052313,72.9004649
6573759451,19.0521277,72.9004566
6573759453,19.0522058,72.9007891
6573831688,19.0525005,72.8922637
6573831692,19.0518482,72.8918682
6573886332,19.0608186,72.892888
6573933915,19.059596,72.8911991
6573933919,19.0601427,72.8921009
6574225213,19.0577113,72.9058268
6575838097,19.0573584,72.8973583
6575917462,19.0713126,72.8852374
6575953820,19.0563523,72.9089077
6575953821,19.0561603,72.9085512
6576059825,19.0648524,72.8993043
6576059826,19.0649493,72.8993721
6576059828,19.0651734,72.8995455
6576059829,19.0651399,72.8994054
6576059830,19.065304,72.8994116
6576079903,19.0560346,72.9052392
6576183451,19.0763089,72.8960225
6576183452,19.0782659,72.8982782
6581097857,19.0799542,72.9175249
6581333716,19.0797032,72.9159889
6581543381,19.0539424,72.9143542
6583122231,19.0796625,72.9168691
6583371982,19.060874,72.9154001
6583578109,19.0631032,72.9144439
6583608246,19.0550574,72.8962545
6583608251,19.0554672,72.8949997
6586019606,19.0546171,72.9111259
6586250294,19.0613762,72.8869132
6586250295,19.0616847,72.8866358
6586250296,19.0619639,72.8863832
6926087400,19.0701223,72.8872825
6926087405,19.0699005,72.8874642
6926087407,19.0704316,72.8876681
6926087426,19.0706435,72.8891709
6926087442,19.0653371,72.8931283
7046060436,19.0794721,72.8876771
7046060439,19.0792646,72.887426
7046060440,19.0788968,72.887763
7130092054,19.0487769,72.9168265
7302297226,19.0496955,72.8880188
7311257186,19.033505,72.9031314
7311257187,19.0338319,72.9037927
7311257188,19.0334897,72.9039887
7311257189,19.0332794,72.9036871
7311257190,19.0336665,72.9034667
7311257211,19.0337185,72.9017519
7311257216,19.0328859,72.9017866
7357622185,19.0454248,72.8962613
7357622187,19.0447048,72.8933171
7357639802,19.0437258,72.8913466
7357639803,19.0437613,72.8920128
7357642061,19.0423092,72.8907242
7357642063,19.0428691,72.8908166
7357642064,19.042812,72.8912879
7357642066,19.0426705,72.8953761
7357642068,19.0422679,72.8966208
7357642069,19.0358484,72.8964635
7357642071,19.0353875,72.896587
7357662459,19.0311775,72.8872332
7357677882,19.0469761,72.8946908
7357709459,19.0537081,72.8863443
7357795957,19.0453145,72.8924006
7358246046,19.0525024,72.8860282
7358289916,19.0488194,72.8965692
7358289917,19.0493124,72.8965241
7358357973,19.0380667,72.8908274
7358363785,19.0382908,72.8908468
7358363790,19.0382905,72.8906899
7358363794,19.0384349,72.8908894
7361631170,19.0370537,72.9048778
7361631175,19.0375532,72.9046807
7361631184,19.0371944,72.9057348
7361655293,19.0370676,72.9061532
7361655300,19.0364807,72.9062229
7361655305,19.0360652,72.9060262
7361655314,19.0355659,72.9054768
7361655318,19.0391734,72.905716
7361665362,19.0367076,72.9069029
7361756177,19.0460153,72.8978014
7361756178,19.0482197,72.9035461
7361765506,19.0450447,72.9055145
7361765507,19.0502685,72.9045241
7361765511,19.0450648,72.9046367
7361765512,19.0471384,72.9053684
7361765515,19.0514474,72.9054694
7361765517,19.0505011,72.9016054
7362076292,19.0459288,72.8978154
7362076297,19.0460777,72.8998703
7362076301,19.0460442,72.8989131
7362076305,19.0460205,72.9006552
7362076308,19.0457184,72.9034072
7362076310,19.0456966,72.9045864
7362076314,19.0459635,72.897719
7362706657,19.0388514,72.9071577
7362706663,19.0385408,72.9069364
7362706678,19.0384279,72.9058085
7370608108,19.0654204,72.9171622
7370608109,19.0656173,72.9158323
7370608110,19.0654791,72.9167829
7370608113,19.0645884,72.9168056
7370608114,19.0631757,72.91687
7370608133,19.0617853,72.9169415
7370608134,19.0619299,72.9170143
7370608135,19.0615614,72.916241
7370608136,19.0613016,72.916823
7370608137,19.0614171,72.9165491
7370608138,19.0615615,72.9166306
7370608139,19.0617114,72.9167145
7370608140,19.0618602,72.9167954
7370608141,19.0620766,72.916752
7370608142,19.0617382,72.917406
7370608143,19.0620228,72.9164784
7370608144,19.0615953,72.917312
7370608145,19.0618732,72.9164046
7370608146,19.0614575,72.9172234
7370608147,19.0617934,72.9162195
7370608150,19.0570829,72.9076987
7370608151,19.056948,72.9074407
7370608152,19.0572783,72.9075667
7370608157,19.0567433,72.9075533
7370608171,19.0606095,72.8999519
7370608172,19.0605891,72.9005834
7370608177,19.0623002,72.9022731
7370996402,19.0729185,72.9165266
7370996409,19.0744014,72.9180488
7370996411,19.0728683,72.9176002
7370996414,19.0748108,72.9176679
7370996419,19.0728925,72.9174889
7370996421,19.0753537,72.9166232
7370996423,19.0762429,72.9173606
7370996426,19.0755594,72.9167747
7370996427,19.0604041,72.9179978
7370996436,19.0613657,72.9192107
7371470902,19.0757006,72.9199451
7371470903,19.0752886,72.9195924
7371470908,19.0741059,72.9177129
7371511087,19.0647681,72.9155996
7371619367,19.0727969,72.9167429
7371619368,19.0719095,72.9163416
7371619373,19.0750871,72.9170135
7371619374,19.0742024,72.9170966
7371619382,19.0733532,72.9158708
7371619383,19.0721237,72.9155302
7371765610,19.0599732,72.910029
7371765612,19.0598806,72.9111354
7371765613,19.060629,72.9129886
7371765617,19.0606783,72.9135802
7371765641,19.0736599,72.9141971
7371765642,19.0725319,72.9138029
7373933037,19.0720097,72.9144868
7373967511,19.0649876,72.9011884
7373967512,19.0650852,72.9006332
7378897021,19.0781848,72.9009712
7379602410,19.0798187,72.9172177
7379602411,19.0797287,72.9173416
7379608693,19.0593177,72.8836816
7379608698,19.0602563,72.8837863
7379608701,19.055847,72.8857696
7379608705,19.0578861,72.8865503
7379608706,19.0564913,72.8844276
7379636283,19.0779662,72.9016313
7379722817,19.0748448,72.9015515
7379899409,19.0564709,72.8950934
7379899410,19.0555075,72.8939392
7379899412,19.0565842,72.8939716
7379899432,19.0696293,72.8803053
7379899433,19.0683217,72.8815232
7379899439,19.0739304,72.8965285
7379899440,19.0743701,72.8964803
7379899441,19.0740834,72.8967591
7380517054,19.0693744,72.8961587
7380517077,19.0618597,72.8847278
7380517080,19.0625372,72.8841303
7380517081,19.0615416,72.8838235
7380521288,19.0610782,72.8842034
7383907143,19.0695082,72.880784
7383907163,19.0565477,72.8839
7383907165,19.0562562,72.8835186
7383907173,19.0672435,72.8827406
7383907175,19.0671813,72.8827111
7384021676,19.0675794,72.8939513
7384021677,19.0675966,72.8941177
7401192405,19.0775419,72.8829971
7401192412,19.0773734,72.8857244
7813517490,19.0643815,72.9193785
7813517505,19.0684451,72.8993066
7816158000,19.0685465,72.8993467
7816158004,19.0684555,72.899416
8507768263,19.070861,72.9071448
8507768265,19.0709529,72.9073312
8692705065,19.0678994,72.8958838
8693180277,19.0618038,72.8915276
8693180279,19.062394,72.889424
8695511320,19.0323494,72.8964027
8695511321,19.0322494,72.8955342
8695632893,19.0542195,72.9079884
8695632895,19.0545583,72.9064674
8696272782,19.0539414,72.9128038
8696272783,19.0525843,72.9125704
8701016828,19.0719917,72.883078
8703487829,19.0751604,72.905445
8703487830,19.0749367,72.9052545
8703487842,19.0750727,72.9054509
8704691468,19.0356042,72.9059564
8709114573,19.048027,72.9143999
8711343065,19.0523106,72.8904594
8711707695,19.0642814,72.8949613
8909137831,19.0559603,72.8860948
8909137832,19.055711,72.8863152
8909137845,19.0534944,72.8819876
8973761596,19.0626758,72.9142344
8973771543,19.0628251,72.9154556
8976481323,19.0796065,72.9169426
8976481324,19.0783571,72.9158832
8976481325,19.0781831,72.9161221
9167615447,19.0692262,72.9019908
9167615448,19.0690716,72.9017999
9167615449,19.0696979,72.9024893
9167615450,19.0695126,72.9026444
9167615485,19.0746105,72.9179656
9171414713,19.0784937,72.9004668
9171437932,19.0723596,72.8808939
9179231581,19.0530533,72.8978545
9179231582,19.0623863,72.8861037
9198720962,19.0480564,72.891534
9267777726,19.0618257,72.9180861
9311818784,19.0461106,72.9007824
9311818789,19.0591717,72.9005259
9311818790,19.0585836,72.9005139
9311818791,19.0579907,72.9005018
9311818792,19.0573272,72.9004882
9311818793,19.0568591,72.9004787
9311818794,19.0567297,72.9004761
9311818795,19.0560154,72.9004615
9311818796,19.0555413,72.9004518
9311818800,19.0596792,72.9004558
9311818809,19.0536308,72.9000179
9311818811,19.0539341,72.9003416
9311818812,19.0539332,72.9005776
9679086525,19.0605251,72.9111655
9679154866,19.0551554,72.911285
9679154869,19.0519676,72.9107743
9679154870,19.0512722,72.910752
9679154873,19.0488066,72.9102388
9679154874,19.0482094,72.910095
9679154877,19.0463509,72.9095462
9679154878,19.0459065,72.9097963
9714053525,19.0305455,72.9053831
9787130731,19.0580649,72.896904
9857764833,19.0609082,72.8932787
9860341831,19.0607079,72.913922
9860341832,19.0607811,72.9139213
9860341840,19.0634782,72.9121744
9860341841,19.0637598,72.9119193
9860341846,19.0640208,72.9118334
9871528901,19.0788773,72.9153023
9874154272,19.0333074,72.9000569
9874154277,19.0325206,72.9000434
9874154278,19.0325116,72.9004387
9874154279,19.0330819,72.9004622
9874154281,19.0330057,72.9008276
9898838390,19.0530038,72.9038933
9901340408,19.0380513,72.9047612
9931893591,19.0785715,72.9102258
9941769656,19.0550628,72.9064507
9942486328,19.0462538,72.9093458
9944333562,19.0528165,72.9142671
9969410602,19.0510218,72.9131937
9969739085,19.0516532,72.9156467
10039204801,19.0540912,72.9122489
10039204803,19.0529724,72.91204
10061003741,19.0619583,72.8979916
10115633159,19.0735336,72.8811665
10116201901,19.0544392,72.9117437
10116201902,19.0546285,72.9114282
10116201906,19.0550439,72.9110166
10116201907,19.0549021,72.9112128
10116201908,19.0548052,72.9111813
10151560370,19.0606862,72.900647
10151560371,19.0620934,72.9006787
10199117049,19.0747267,72.8852728
10207331619,19.0734335,72.8853167
10207331620,19.0730429,72.8849495
10207331621,19.0726067,72.8845629
10207346702,19.0508334,72.89388
10207346705,19.0519041,72.8919092
10207346706,19.0522681,72.8912538
10207346707,19.0526286,72.8907607
10207346709,19.0537697,72.8896423
10207346710,19.0539557,72.8894926
10207346711,19.0540892,72.8893941
10207346714,19.0554987,72.8884446
10207346716,19.0566977,72.8875752
10207397917,19.056974,72.887368
10207397918,19.0570328,72.8873221
10207397919,19.0573852,72.8870832
10207397921,19.0581541,72.8864708
10207397924,19.0600126,72.8851781
10207397926,19.0611768,72.8843361
10207397927,19.0616187,72.883923
10207397928,19.0620704,72.8835057
10207397929,19.0641744,72.88161
10207397934,19.0608133,72.8845983
10213559501,19.0513923,72.9085894
10213559502,19.0517221,72.9086775
10216570896,19.0624919,72.8950226
10216582330,19.0372072,72.906179
10244259982,19.0309772,72.8969707
10244259985,19.0327728,72.8964835
10244259986,19.0332256,72.8963305
10244259987,19.0335138,72.8962209
10244259989,19.0349081,72.8957401
10244259991,19.0359639,72.8953682
10244259997,19.0427188,72.8935777
10244260000,19.0447289,72.8934542
10244260001,19.0451729,72.8934258
10244260002,19.0455057,72.893405
10244260003,19.0462266,72.8934006
10244260004,19.0477319,72.8934908
10244426315,19.0338402,72.8987854
10255078964,19.0468726,72.9095429
10264297672,19.0640123,72.8817565
10264297673,19.0639542,72.8816875
10264297674,19.0628288,72.8805302
10264297683,19.0607733,72.8809008
10264297687,19.062194,72.8832849
10264297688,19.0622344,72.8833636
10264297689,19.0621639,72.8834273
10264297691,19.0640596,72.8817138
10264297692,19.0608056,72.8807635
10264297693,19.0617052,72.8826634
10264297694,19.0614191,72.8822738
10266893879,19.0542337,72.9042459
10266957921,19.0639542,72.9035571
10266957922,19.0507907,72.8939757
10266957923,19.0507273,72.8939646
10267389225,19.0674416,72.890947
10267389228,19.0675502,72.8917466
10279730299,19.0793427,72.9040229
10279742510,19.0783974,72.9039409
10279742511,19.0787627,72.9039726
10279742512,19.0787539,72.904089
10279761586,19.0532946,72.9142035
10279761587,19.0532852,72.9143136
10279771616,19.0739862,72.9030377
10279771620,19.0742767,72.9035791
10279771621,19.0674965,72.8998796
10279771622,19.0674527,72.9000679
10279771641,19.0586924,72.8859595
10279771648,19.0564743,72.8839591
10279771650,19.0562104,72.8839185
10279771653,19.057099,72.8845885
10279771654,19.0570456,72.8846627
10279771659,19.0565563,72.8901903
10279771661,19.056489,72.8901226
10279771663,19.0564553,72.890143
10279771668,19.0565241,72.8901276
10279771671,19.0564525,72.8902141
10279771678,19.0582007,72.8895949
10279771679,19.0572545,72.8899035
10279771680,19.0566401,72.8876202
10279809011,19.0540205,72.8940883
10279809014,19.0537093,72.8944766
10279809015,19.055862,72.8976277
10279809016,19.0551157,72.8985697
10279809021,19.0549422,72.8989398
10279809028,19.0525858,72.8996224
10279809043,19.0534165,72.9142765
10279809048,19.0482093,72.9143168
10279809054,19.0509558,72.9142336
10279809058,19.0528192,72.9141551
10279835718,19.0458995,72.9085239
10279835719,19.0457646,72.9087111
10279835722,19.0452633,72.9089822
10279835725,19.0419955,72.8911863
10279835726,19.0421168,72.8936444
10279835727,19.0409904,72.8938776
10279857150,19.0351545,72.8954737
10279857151,19.0352076,72.8956501
10279857152,19.0347817,72.895595
10279857153,19.034835,72.8957678
10279857154,19.0345223,72.8956794
10279857155,19.0345774,72.89586
10279857156,19.0340656,72.8958279
10279857157,19.0341224,72.8960144
10279857158,19.0337302,72.895937
10279857159,19.0337909,72.8961269
10279857160,19.0333396,72.896064
10279857161,19.0334003,72.8962641
10279857162,19.0323674,72.8965902
10281959313,19.0751001,72.9060105
10281959314,19.0751897,72.9060028
10282074751,19.0721537,72.9089083
10282074752,19.0722544,72.9092984
10305066388,19.0718084,72.8827421
10305066394,19.0719231,72.8824442
10305066395,19.0721177,72.8824702
10305066396,19.0715544,72.8829286
10305066397,19.0720138,72.882956
10305066398,19.0715868,72.8828294
10305066401,19.0719147,72.8827582
10305109779,19.0583228,72.8935227
10305109783,19.0566713,72.8933592
10306082438,19.0601664,72.9007554
10306082453,19.0597538,72.8985082
10316609528,19.0339791,72.9010494
10316609532,19.0340663,72.9000605
10548119185,19.0434323,72.8964079
10548119186,19.0433982,72.8960955
10548601342,19.0666663,72.8878064
10570377722,19.0582757,72.892672
10576415159,19.0310388,72.8881255
10578626163,19.0655139,72.8997078
10653480112,19.0743802,72.9030698
10653480113,19.0743567,72.9031613
10653480115,19.0744241,72.9052049
10653480118,19.0747563,72.9070699
10653480123,19.0786217,72.9101092
10654532849,19.0798216,72.8839474
10654532850,19.0798479,72.8836018
10657158657,19.074851,72.8858927
10666025038,19.0579943,72.8896622
10666025039,19.0580468,72.8897308
10666025044,19.0583264,72.8902909
10685694413,19.0515247,72.8972772
10747444369,19.068122,72.8885064
10750563816,19.0657901,72.8996234
10750564862,19.0588664,72.885972
10750564863,19.0587707,72.8860273
10770722930,19.0797211,72.8802079
10809175117,19.0697383,72.9052842
10809175121,19.0671579,72.9019997
10809175122,19.0670734,72.9020857
10820417298,19.0706303,72.9070676
10820417302,19.0699286,72.9063113
10820417303,19.0701985,72.9066787
10824774388,19.0631618,72.9149102
10882783547,19.060966,72.9165497
10882783548,19.0609763,72.9166119
10882788615,19.0619414,72.883499
10882788616,19.0619997,72.883571
10882788617,19.0624734,72.8841866
10882788618,19.0627894,72.8845667
10882788619,19.0632234,72.8851144
10882788623,19.0622829,72.883939
10886219520,19.06022,72.8994947
10907601405,19.048907,72.8934851
10920966793,19.0396202,72.9097384
10921015132,19.0313292,72.9032649
10923636678,19.0794521,72.8803115
10923992388,19.0632249,72.8931755
10923992389,19.0611652,72.8866457
10923992390,19.0608363,72.8862285
10923992391,19.0604841,72.8865255
10923998810,19.0605391,72.9189593
10923998813,19.0603019,72.919698
10925545134,19.0620435,72.9132033
10925681294,19.0457606,72.908395
10925681302,19.0449293,72.9085158
10925688190,19.0775225,72.8822282
10927905264,19.0560737,72.9115065
10927957037,19.0501015,72.910384
10928692896,19.0789271,72.8998555
10928800782,19.0752244,72.9000344
10928800784,19.077031,72.9010216
10928949496,19.0531105,72.892092
10936374463,19.0773732,72.8984515
10936416197,19.078694,72.9002147
10938932168,19.0339426,72.8958679
10938932169,19.0332671,72.8951323
10938932170,19.032834,72.9020214
10938970235,19.0483624,72.9179522
10938970238,19.0487805,72.9182005
10939514685,19.0530289,72.8944363
10939514688,19.0526369,72.8952845
10939533603,19.0465922,72.8890249
10939548717,19.0716171,72.8842355
10939569282,19.0447359,72.8922426
10939573534,19.0556349,72.8935861
10939573535,19.0552514,72.8948201
10939580922,19.0696545,72.883693
10939580924,19.0700226,72.8838157
10939666075,19.0306726,72.8886423
10939673573,19.0537316,72.8946297
10941851004,19.0439864,72.8938765
10941880419,19.0497257,72.8917614
10943762097,19.0528212,72.914075
10945862259,19.0674145,72.8891542
11021500840,19.0500629,72.9064753
11021500842,19.0493407,72.9077809
11021619024,19.0514211,72.9084681
11021650358,19.0482265,72.9093086
11021650361,19.0472069,72.9089425
11029792632,19.0715835,72.8999437
11029792637,19.0713418,72.899739
11029864299,19.0697485,72.9015536
11029864300,19.0699436,72.9018462
11029904655,19.0695181,72.9022357
11029904656,19.0691851,72.9025309
11033717238,19.0377884,72.9068141
11033717961,19.0366097,72.9066095
11033739702,19.0386007,72.9063869
11037100377,19.0709603,72.8804144
11037100378,19.0711197,72.8804719
11037100379,19.0710843,72.8804592
11037100380,19.0711466,72.8802442
11037100381,19.071019,72.8802046
11037100382,19.0711728,72.88016
11038640722,19.0640003,72.8909598
11038649369,19.0661566,72.8940143
11038649371,19.06637,72.8923228
11039253003,19.0765707,72.9089938
11039324606,19.0766459,72.9084758
11039504911,19.0633423,72.9103569
11039504914,19.063786,72.910453
11042148860,19.0719345,72.8836824
11042242326,19.0579678,72.9099203
11043282242,19.0667163,72.8974039
11043294513,19.0686574,72.9024653
11045723145,19.076301,72.8835126
11045723146,19.0756302,72.8835935
11045733888,19.0759123,72.8841005
11045733895,19.0745355,72.8836485
11050911649,19.0518372,72.9079221
11052039298,19.0556481,72.9084186
11052072835,19.0544694,72.9129701
11052078074,19.0543802,72.9132853
11052078077,19.0550227,72.9132618
11052081278,19.0550712,72.9145235
11052081282,19.0552418,72.91396
11052130893,19.0579754,72.8955675
11052455185,19.0392814,72.8931142
11052455186,19.0397877,72.8931621
11052805071,19.0550315,72.9049356
11054142496,19.0490482,72.9197444
11054192419,19.0490825,72.9190982
11054406698,19.0755248,72.8824104
11054406699,19.0755911,72.8833527
11054434362,19.0771939,72.8830589
11054434368,19.0772544,72.8827647
11054465485,19.077332,72.8819411
11054465489,19.0776378,72.881754
11054515158,19.0726448,72.8801295
11054554796,19.0764246,72.8973524
11054614614,19.0743833,72.9040153
11054622625,19.0754434,72.8973618
11057888461,19.07941,72.9041388
11057888462,19.0792145,72.9047528
11057914757,19.0470673,72.8961081
11057914761,19.0470486,72.8966685
11057926918,19.0779705,72.9055967
11057952678,19.0449945,72.9003741
11057952682,19.0449409,72.9010561
11057968213,19.0489053,72.8934636
11057975856,19.0797565,72.8870067
