osmid,y,x,street_count,highway,geometry
2163950402,19.0688278,72.905806,3,,POINT (72.905806 19.0688278)
2163956171,19.0682206,72.905793,3,,POINT (72.905793 19.0682206)
2235206832,19.0677249,72.9071102,4,,POINT (72.9071102 19.0677249)
2235206835,19.0676334,72.9077065,3,,POINT (72.9077065 19.0676334)
2235210217,19.0664519,72.9049842,3,,POINT (72.9049842 19.0664519)
2235210219,19.0670268,72.9052593,3,,POINT (72.9052593 19.0670268)
2238493937,19.0664736,72.9034822,3,,POINT (72.9034822 19.0664736)
2238597919,19.0522774,72.9005747,4,traffic_signals,POINT (72.9005747 19.0522774)
2238597924,19.0525232,72.9007882,4,,POINT (72.9007882 19.0525232)
2242249982,19.0663809,72.9073093,3,,POINT (72.9073093 19.0663809)
2242249986,19.0659921,72.9093334,1,,POINT (72.9093334 19.0659921)
2246471647,19.0599369,72.8850696,3,,POINT (72.8850696 19.0599369)
2246471649,19.0601797,72.8861026,3,,POINT (72.8861026 19.0601797)
2246471656,19.0605846,72.8859093,4,,POINT (72.8859093 19.0605846)
2246471663,19.0609834,72.9051425,3,,POINT (72.9051425 19.0609834)
2246471666,19.0610206,72.8871793,1,,POINT (72.8871793 19.0610206)
2246471668,19.06114,72.8859622,1,,POINT (72.8859622 19.06114)
2246471679,19.0614787,72.8863847,4,,POINT (72.8863847 19.0614787)
2246471681,19.0615776,72.907015,3,,POINT (72.907015 19.0615776)
2246471684,19.0614346,72.8853039,1,,POINT (72.8853039 19.0614346)
2246471699,19.0617683,72.8861337,3,,POINT (72.8861337 19.0617683)
2246471704,19.0618801,72.9070651,3,,POINT (72.9070651 19.0618801)
2246471719,19.0622097,72.9053463,3,,POINT (72.9053463 19.0622097)
2246471722,19.0623417,72.9081945,1,,POINT (72.9081945 19.0623417)
2246471724,19.0623417,72.8868256,3,,POINT (72.8868256 19.0623417)
2246471728,19.0623588,72.8838912,4,,POINT (72.8838912 19.0623588)
2246471734,19.0625413,72.8869941,3,,POINT (72.8869941 19.0625413)
2246471739,19.0625778,72.885792,3,,POINT (72.885792 19.0625778)
2246471748,19.0628236,72.89272,3,,POINT (72.89272 19.0628236)
2246471753,19.0628759,72.8877355,3,,POINT (72.8877355 19.0628759)
2246471755,19.0628787,72.8854326,3,,POINT (72.8854326 19.0628787)
2246471766,19.0628046,72.9073233,1,,POINT (72.9073233 19.0628046)
2246471769,19.0630462,72.8883398,3,,POINT (72.8883398 19.0630462)
2246471776,19.0632289,72.8833074,3,,POINT (72.8833074 19.0632289)
2246471784,19.0632943,72.914547,4,traffic_signals,POINT (72.914547 19.0632943)
2246471818,19.0634551,72.8868056,1,,POINT (72.8868056 19.0634551)
2246471822,19.0634882,72.9022867,3,,POINT (72.9022867 19.0634882)
2246471824,19.0634616,72.8997922,3,,POINT (72.8997922 19.0634616)
2246471825,19.0634725,72.8886654,3,,POINT (72.8886654 19.0634725)
2246471836,19.0635843,72.884206,3,,POINT (72.884206 19.0635843)
2246471844,19.0636105,72.9039591,3,,POINT (72.9039591 19.0636105)
2246471852,19.0637338,72.9043515,3,,POINT (72.9043515 19.0637338)
2246471854,19.0637373,72.8864744,1,,POINT (72.8864744 19.0637373)
2246471860,19.0637767,72.8921459,3,,POINT (72.8921459 19.0637767)
2246471861,19.0637812,72.8908288,3,,POINT (72.8908288 19.0637812)
2246471863,19.0638981,72.9125562,3,,POINT (72.9125562 19.0638981)
2246471865,19.0638766,72.901345,3,,POINT (72.901345 19.0638766)
2246471910,19.0642381,72.898987,3,,POINT (72.898987 19.0642381)
2246471918,19.0643607,72.8893439,3,,POINT (72.8893439 19.0643607)
2246471931,19.0646291,72.8883394,3,,POINT (72.8883394 19.0646291)
2246471936,19.0647351,72.9035171,3,,POINT (72.9035171 19.0647351)
2246471944,19.0646063,72.9167056,3,,POINT (72.9167056 19.0646063)
2246471947,19.0649141,72.8896916,3,,POINT (72.8896916 19.0649141)
2246471962,19.0651389,72.8963222,3,,POINT (72.8963222 19.0651389)
2246471980,19.0653066,72.8906485,3,,POINT (72.8906485 19.0653066)
2246471991,19.0654272,72.8997275,3,traffic_signals,POINT (72.8997275 19.0654272)
2246472002,19.0654978,72.8901212,3,,POINT (72.8901212 19.0654978)
2246472009,19.0655553,72.9035517,3,,POINT (72.9035517 19.0655553)
2246472016,19.0659296,72.8921016,3,,POINT (72.8921016 19.0659296)
2246472025,19.0659031,72.8939767,3,,POINT (72.8939767 19.0659031)
2246472029,19.0659064,72.9035665,1,,POINT (72.9035665 19.0659064)
2246472068,19.0664189,72.8939376,3,,POINT (72.8939376 19.0664189)
2246472069,19.0665342,72.8950293,3,,POINT (72.8950293 19.0665342)
2246472082,19.0667986,72.8872864,3,,POINT (72.8872864 19.0667986)
2246472089,19.0670128,72.8858603,3,,POINT (72.8858603 19.0670128)
2246472099,19.0672542,72.8848969,3,,POINT (72.8848969 19.0672542)
2246472120,19.0675478,72.8835144,3,,POINT (72.8835144 19.0675478)
2246472123,19.0676584,72.894019,3,,POINT (72.894019 19.0676584)
2246472125,19.0675113,72.8939939,3,,POINT (72.8939939 19.0675113)
2246472138,19.0680903,72.88601,3,,POINT (72.88601 19.0680903)
2246472148,19.0682339,72.8858978,3,,POINT (72.8858978 19.0682339)
2246472154,19.068493,72.8811904,3,,POINT (72.8811904 19.068493)
2246472156,19.0685392,72.8852578,3,,POINT (72.8852578 19.0685392)
2246472163,19.0686908,72.8801262,3,,POINT (72.8801262 19.0686908)
2246472177,19.0700102,72.8805498,3,,POINT (72.8805498 19.0700102)
2246472196,19.0704919,72.89568,4,,POINT (72.89568 19.0704919)
2246472198,19.0705231,72.8808743,3,,POINT (72.8808743 19.0705231)
2246472199,19.0708011,72.8974849,3,,POINT (72.8974849 19.0708011)
2246472218,19.0711783,72.88142,3,,POINT (72.88142 19.0711783)
2246472223,19.0712364,72.8989704,3,,POINT (72.8989704 19.0712364)
2246472238,19.0713944,72.8971209,3,,POINT (72.8971209 19.0713944)
2246472261,19.0720298,72.8815263,3,,POINT (72.8815263 19.0720298)
2246472263,19.072165,72.8815241,1,,POINT (72.8815241 19.072165)
2246472266,19.0722646,72.8852425,1,,POINT (72.8852425 19.0722646)
2246472307,19.0726701,72.8845003,3,,POINT (72.8845003 19.0726701)
2246472316,19.0728851,72.9101422,3,,POINT (72.9101422 19.0728851)
2246472324,19.073094,72.88489,3,,POINT (72.88489 19.073094)
2246472326,19.0731095,72.9076329,3,,POINT (72.9076329 19.0731095)
2246472327,19.0732658,72.9088792,3,,POINT (72.9088792 19.0732658)
2246472346,19.0733612,72.8837131,3,,POINT (72.8837131 19.0733612)
2246472348,19.0734786,72.8852625,4,,POINT (72.8852625 19.0734786)
2246472358,19.0737228,72.9082638,3,,POINT (72.9082638 19.0737228)
2246472362,19.073939,72.8837695,3,,POINT (72.8837695 19.073939)
2246472368,19.0741505,72.9077601,3,,POINT (72.9077601 19.0741505)
2246472376,19.0742842,72.9199515,3,,POINT (72.9199515 19.0742842)
2246472379,19.0743876,72.9102254,3,,POINT (72.9102254 19.0743876)
2246472380,19.0744,72.9060935,4,,POINT (72.9060935 19.0744)
2246472382,19.0746883,72.9071287,4,,POINT (72.9071287 19.0746883)
2246472384,19.0747134,72.9019886,3,,POINT (72.9019886 19.0747134)
2246472385,19.0749412,72.9097067,4,,POINT (72.9097067 19.0749412)
2246472387,19.0749931,72.9010445,3,,POINT (72.9010445 19.0749931)
2246472389,19.0750708,72.9198523,3,,POINT (72.9198523 19.0750708)
2246472391,19.0752806,72.9041802,4,,POINT (72.9041802 19.0752806)
2246472395,19.075428,72.9184673,3,,POINT (72.9184673 19.075428)
2246472397,19.0754304,72.9092484,4,,POINT (72.9092484 19.0754304)
2246472400,19.0754781,72.8978688,3,,POINT (72.8978688 19.0754781)
2246472402,19.075478,72.9193679,3,,POINT (72.9193679 19.075478)
2246472406,19.0755864,72.9116488,3,,POINT (72.9116488 19.0755864)
2246472414,19.0758532,72.8881945,3,,POINT (72.8881945 19.0758532)
2246472416,19.0758312,72.9042688,1,,POINT (72.9042688 19.0758312)
2246472422,19.0759423,72.8868374,3,,POINT (72.8868374 19.0759423)
2246472430,19.0759571,72.8980835,3,,POINT (72.8980835 19.0759571)
2246472442,19.0760924,72.8808534,3,,POINT (72.8808534 19.0760924)
2246472445,19.0761451,72.9111325,4,,POINT (72.9111325 19.0761451)
2246472459,19.0763307,72.8984003,3,,POINT (72.8984003 19.0763307)
2246472463,19.0764491,72.8890033,3,,POINT (72.8890033 19.0764491)
2246472465,19.07638,72.9068229,3,,POINT (72.9068229 19.07638)
2246472471,19.0765334,72.8876225,4,,POINT (72.8876225 19.0765334)
2246472474,19.0766321,72.8862871,3,,POINT (72.8862871 19.0766321)
2246472476,19.0766157,72.9121989,3,,POINT (72.9121989 19.0766157)
2246472478,19.0765854,72.8971011,1,,POINT (72.8971011 19.0765854)
2246472482,19.0766499,72.9106661,3,,POINT (72.9106661 19.0766499)
2246472484,19.0766649,72.8986776,3,,POINT (72.8986776 19.0766649)
2246472488,19.0767627,72.9054681,3,,POINT (72.9054681 19.0767627)
2246472497,19.0767859,72.8808392,1,,POINT (72.8808392 19.0767859)
2246472505,19.0769118,72.8896088,3,,POINT (72.8896088 19.0769118)
2246472507,19.0771249,72.8883957,4,,POINT (72.8883957 19.0771249)
2246472509,19.0769932,72.8973695,1,,POINT (72.8973695 19.0769932)
2246472511,19.0770314,72.9103136,3,,POINT (72.9103136 19.0770314)
2246472515,19.0770255,72.8989676,3,,POINT (72.8989676 19.0770255)
2246472516,19.0770807,72.9054974,3,,POINT (72.9054974 19.0770807)
2246472519,19.0771899,72.8870111,4,,POINT (72.8870111 19.0771899)
2246472521,19.0771277,72.9030901,3,,POINT (72.9030901 19.0771277)
2246472523,19.0771164,72.8802391,3,,POINT (72.8802391 19.0771164)
2246472527,19.0771758,72.8978362,1,,POINT (72.8978362 19.0771758)
2246472529,19.0771759,72.9021272,3,,POINT (72.9021272 19.0771759)
2246472533,19.0771708,72.9016712,4,,POINT (72.9016712 19.0771708)
2246472535,19.0771903,72.8812266,1,,POINT (72.8812266 19.0771903)
2246472537,19.0771727,72.9124919,3,,POINT (72.9124919 19.0771727)
2246472539,19.077242,72.9105499,1,,POINT (72.9105499 19.077242)
2246472547,19.0774518,72.8902902,3,,POINT (72.8902902 19.0774518)
2246472550,19.0775863,72.889016,4,,POINT (72.889016 19.0775863)
2246472552,19.0776558,72.9089375,1,,POINT (72.9089375 19.0776558)
2246472556,19.0776137,72.9098033,4,,POINT (72.9098033 19.0776137)
2246472562,19.0777526,72.8877962,4,,POINT (72.8877962 19.0777526)
2246472568,19.0778138,72.9127589,3,,POINT (72.9127589 19.0778138)
2246472570,19.0777951,72.9030697,3,,POINT (72.9030697 19.0777951)
2246472576,19.0777704,72.9013586,3,,POINT (72.9013586 19.0777704)
2246472580,19.0778996,72.8863712,3,,POINT (72.8863712 19.0778996)
2246472588,19.0781407,72.8897273,4,,POINT (72.8897273 19.0781407)
2246472590,19.0780675,72.9075443,3,,POINT (72.9075443 19.0780675)
2246472600,19.0781858,72.904751,3,,POINT (72.904751 19.0781858)
2246472602,19.0782834,72.8899255,1,,POINT (72.8899255 19.0782834)
2246472604,19.0782582,72.8884435,4,,POINT (72.8884435 19.0782582)
2246472611,19.0783095,72.9089792,1,,POINT (72.9089792 19.0783095)
2246472615,19.0784891,72.8871711,3,,POINT (72.8871711 19.0784891)
2246472617,19.078536,72.9030978,3,,POINT (72.9030978 19.078536)
2246472626,19.0785395,72.8802537,3,,POINT (72.8802537 19.0785395)
2246472628,19.0785335,72.9019961,3,,POINT (72.9019961 19.0785335)
2246472636,19.0786579,72.9077429,3,,POINT (72.9077429 19.0786579)
2246472640,19.0788059,72.8891679,4,,POINT (72.8891679 19.0788059)
2246472644,19.0789421,72.887835,3,,POINT (72.887835 19.0789421)
2246472646,19.079157,72.8896242,1,,POINT (72.8896242 19.079157)
2246472653,19.0792221,72.9005918,3,,POINT (72.9005918 19.0792221)
2246472666,19.0794025,72.9031308,3,,POINT (72.9031308 19.0794025)
2246472670,19.0794353,72.9002376,4,,POINT (72.9002376 19.0794353)
2246472672,19.0794654,72.9024688,3,,POINT (72.9024688 19.0794654)
2246472674,19.079499,72.8885558,3,,POINT (72.8885558 19.079499)
2246472681,19.0796783,72.8998742,4,,POINT (72.8998742 19.0796783)
2246472691,19.0799263,72.8995365,3,,POINT (72.8995365 19.0799263)
2246472876,19.0781744,72.9114735,3,,POINT (72.9114735 19.0781744)
2246660981,19.0605428,72.8837152,3,,POINT (72.8837152 19.0605428)
2246660983,19.0612891,72.8810574,3,,POINT (72.8810574 19.0612891)
2246660987,19.0613625,72.882317,4,,POINT (72.882317 19.0613625)
2246660993,19.0616472,72.8827159,4,,POINT (72.8827159 19.0616472)
2246661000,19.0618508,72.8804495,3,,POINT (72.8804495 19.0618508)
2246661008,19.0621903,72.8822255,3,,POINT (72.8822255 19.0621903)
2246661012,19.0623905,72.8808389,3,,POINT (72.8808389 19.0623905)
2246661016,19.0627099,72.8828361,3,,POINT (72.8828361 19.0627099)
2246661018,19.062883,72.8804885,3,,POINT (72.8804885 19.062883)
2246661020,19.062909,72.8815316,3,,POINT (72.8815316 19.062909)
2246661022,19.0635376,72.8820889,3,,POINT (72.8820889 19.0635376)
2246661024,19.0651122,72.9097839,1,,POINT (72.9097839 19.0651122)
2246661031,19.0652124,72.9069554,3,,POINT (72.9069554 19.0652124)
2246661033,19.0687708,72.8818443,3,,POINT (72.8818443 19.0687708)
2246661036,19.0694741,72.8831891,3,,POINT (72.8831891 19.0694741)
2246661041,19.070073,72.8826513,3,,POINT (72.8826513 19.070073)
2246961187,19.063887,72.8988517,3,,POINT (72.8988517 19.063887)
2248799739,19.0310035,72.901176,3,,POINT (72.901176 19.0310035)
2248799749,19.0313679,72.9045324,4,,POINT (72.9045324 19.0313679)
2248799768,19.0315192,72.9012557,3,,POINT (72.9012557 19.0315192)
2248799774,19.031553,72.903243,3,,POINT (72.903243 19.031553)
2248799793,19.0318947,72.9032054,3,,POINT (72.9032054 19.0318947)
2248799803,19.0319893,72.9011626,3,,POINT (72.9011626 19.0319893)
2248799832,19.032369,72.9018245,3,,POINT (72.9018245 19.032369)
2248799834,19.0325058,72.9005809,3,,POINT (72.9005809 19.0325058)
2248799933,19.0351218,72.904161,4,,POINT (72.904161 19.0351218)
2248799999,19.0357368,72.9055382,3,,POINT (72.9055382 19.0357368)
2248800002,19.0358646,72.9055332,3,,POINT (72.9055332 19.0358646)
2248800044,19.0364564,72.9068975,1,,POINT (72.9068975 19.0364564)
2248800091,19.0370832,72.9050132,3,,POINT (72.9050132 19.0370832)
2248800213,19.0398366,72.8945028,3,,POINT (72.8945028 19.0398366)
2248800256,19.040278,72.8924278,3,,POINT (72.8924278 19.040278)
2248800270,19.0403674,72.8918012,1,,POINT (72.8918012 19.0403674)
2248800508,19.0418989,72.8926682,3,,POINT (72.8926682 19.0418989)
2248800562,19.0420907,72.8906996,1,,POINT (72.8906996 19.0420907)
2248800564,19.0421257,72.8925066,1,,POINT (72.8925066 19.0421257)
2248800587,19.0422393,72.8960486,1,,POINT (72.8960486 19.0422393)
2248800590,19.0422329,72.8912182,4,,POINT (72.8912182 19.0422329)
2248800614,19.0423662,72.8960892,4,,POINT (72.8960892 19.0423662)
2248800680,19.0428241,72.8949618,3,,POINT (72.8949618 19.0428241)
2248800706,19.0432757,72.8913408,4,,POINT (72.8913408 19.0432757)
2248800707,19.0432912,72.890824,3,,POINT (72.890824 19.0432912)
2248800716,19.043355,72.892014,4,,POINT (72.892014 19.043355)
2248800718,19.0433736,72.8925145,4,,POINT (72.8925145 19.0433736)
2248800722,19.0434179,72.893378,3,,POINT (72.893378 19.0434179)
2248800741,19.0435902,72.9015603,1,,POINT (72.9015603 19.0435902)
2248800794,19.0439304,72.8965975,3,,POINT (72.8965975 19.0439304)
2248800804,19.0439995,72.897231,3,,POINT (72.897231 19.0439995)
2248800824,19.0441662,72.894218,3,,POINT (72.894218 19.0441662)
2248800830,19.0442017,72.8947556,4,,POINT (72.8947556 19.0442017)
2248800832,19.0442155,72.8913913,3,,POINT (72.8913913 19.0442155)
2248800844,19.0443415,72.8964162,3,,POINT (72.8964162 19.0443415)
2248800852,19.0443792,72.8981282,3,,POINT (72.8981282 19.0443792)
2248800886,19.0446216,72.8906071,1,,POINT (72.8906071 19.0446216)
2248800893,19.0446439,72.8908987,3,,POINT (72.8908987 19.0446439)
2248800899,19.044455,72.8924875,1,,POINT (72.8924875 19.044455)
2248800904,19.0447537,72.8914019,4,,POINT (72.8914019 19.0447537)
2248800919,19.0447408,72.89201,3,,POINT (72.89201 19.0447408)
2248800961,19.0449252,72.8947098,4,,POINT (72.8947098 19.0449252)
2248800971,19.0450017,72.8956784,3,,POINT (72.8956784 19.0450017)
2248800977,19.0450472,72.8962548,3,,POINT (72.8962548 19.0450472)
2248800982,19.0450697,72.8989886,3,,POINT (72.8989886 19.0450697)
2248800986,19.0450755,72.8905308,1,,POINT (72.8905308 19.0450755)
2248800987,19.0450864,72.8969826,3,,POINT (72.8969826 19.0450864)
2248800994,19.04512,72.8932954,3,,POINT (72.8932954 19.04512)
2248800999,19.0451471,72.8914059,4,,POINT (72.8914059 19.0451471)
2248801048,19.0455045,72.8936765,3,,POINT (72.8936765 19.0455045)
2248801055,19.0456024,72.8946172,3,,POINT (72.8946172 19.0456024)
2248801057,19.045608,72.8946718,3,,POINT (72.8946718 19.045608)
2248801066,19.0456434,72.9115866,3,traffic_signals,POINT (72.9115866 19.0456434)
2248801069,19.045706,72.8956138,3,,POINT (72.8956138 19.045706)
2248801073,19.0457971,72.8962594,4,,POINT (72.8962594 19.0457971)
2248801080,19.0458437,72.903417,3,,POINT (72.903417 19.0458437)
2248801082,19.0458431,72.9045754,3,,POINT (72.9045754 19.0458431)
2248801114,19.0459055,72.8973419,3,,POINT (72.8973419 19.0459055)
2248801148,19.046141,72.8989024,3,,POINT (72.8989024 19.046141)
2248801164,19.0462073,72.8932703,3,,POINT (72.8932703 19.0462073)
2248801178,19.0463478,72.8946407,4,,POINT (72.8946407 19.0463478)
2248801201,19.0465219,72.8954171,3,,POINT (72.8954171 19.0465219)
2248801212,19.0466206,72.8961379,3,,POINT (72.8961379 19.0466206)
2248801223,19.0467913,72.9117418,1,,POINT (72.9117418 19.0467913)
2248801226,19.0467376,72.9052417,3,,POINT (72.9052417 19.0467376)
2248801269,19.047347,72.8954323,3,,POINT (72.8954323 19.047347)
2248801272,19.0473872,72.8960727,3,,POINT (72.8960727 19.0473872)
2248801307,19.0479667,72.9114528,1,,POINT (72.9114528 19.0479667)
2248801314,19.0482464,72.9099046,3,,POINT (72.9099046 19.0482464)
2248801321,19.0482932,72.8953925,3,,POINT (72.8953925 19.0482932)
2248801330,19.0483119,72.895952,3,,POINT (72.895952 19.0483119)
2248801431,19.0489583,72.9058421,4,traffic_signals,POINT (72.9058421 19.0489583)
2248801466,19.0491375,72.8880483,4,,POINT (72.8880483 19.0491375)
2248801492,19.049297,72.8868739,3,,POINT (72.8868739 19.049297)
2248801519,19.0492516,72.9101562,3,,POINT (72.9101562 19.0492516)
2248801593,19.0496325,72.8893287,4,,POINT (72.8893287 19.0496325)
2248801619,19.0497572,72.8871238,3,,POINT (72.8871238 19.0497572)
2248801625,19.0497755,72.8917689,3,,POINT (72.8917689 19.0497755)
2248801660,19.0500696,72.8889886,4,,POINT (72.8889886 19.0500696)
2248801715,19.0502343,72.8872924,3,,POINT (72.8872924 19.0502343)
2248801763,19.0505223,72.8901341,4,,POINT (72.8901341 19.0505223)
2248801767,19.0504812,72.888703,4,,POINT (72.888703 19.0504812)
2248801786,19.0506829,72.8850269,1,,POINT (72.8850269 19.0506829)
2248801826,19.0507403,72.889549,3,,POINT (72.889549 19.0507403)
2248801840,19.0507782,72.8876172,3,,POINT (72.8876172 19.0507782)
2248801851,19.0508337,72.885736,3,,POINT (72.885736 19.0508337)
2248801866,19.050943,72.9143493,3,,POINT (72.9143493 19.050943)
2248801870,19.0509543,72.8882676,3,,POINT (72.8882676 19.0509543)
2248801898,19.0512139,72.9105084,3,,POINT (72.9105084 19.0512139)
2248801913,19.0513159,72.91112,1,,POINT (72.91112 19.0513159)
2248801914,19.0513283,72.891083,3,,POINT (72.891083 19.0513283)
2248801921,19.051395,72.8886174,3,,POINT (72.8886174 19.051395)
2248801923,19.0514276,72.8892921,3,,POINT (72.8892921 19.0514276)
2248801924,19.0514295,72.8904324,4,,POINT (72.8904324 19.0514295)
2248801926,19.0514523,72.8898217,5,,POINT (72.8898217 19.0514523)
2248801928,19.0514644,72.90701,3,,POINT (72.90701 19.0514644)
2248801935,19.0515408,72.9079017,3,,POINT (72.9079017 19.0515408)
2248801950,19.051931,72.8857595,1,,POINT (72.8857595 19.051931)
2248801955,19.0518791,72.9121765,1,,POINT (72.9121765 19.0518791)
2248801960,19.0519047,72.8917598,3,,POINT (72.8917598 19.0519047)
2248801962,19.0519499,72.9112129,3,,POINT (72.9112129 19.0519499)
2248801963,19.0519558,72.9111521,3,,POINT (72.9111521 19.0519558)
2248801986,19.0521212,72.8891661,1,,POINT (72.8891661 19.0521212)
2248802001,19.0521928,72.9152906,3,,POINT (72.9152906 19.0521928)
2248802006,19.0522324,72.8912024,4,,POINT (72.8912024 19.0522324)
2248802050,19.052402,72.8853075,3,,POINT (72.8853075 19.052402)
2248802082,19.0525906,72.8907308,4,,POINT (72.8907308 19.0525906)
2248802128,19.0527805,72.9015782,3,,POINT (72.9015782 19.0527805)
2248802165,19.0529006,72.895984,1,,POINT (72.895984 19.0529006)
2248802188,19.0532443,72.91509,3,,POINT (72.91509 19.0532443)
2248802192,19.0531552,72.9113141,1,,POINT (72.9113141 19.0531552)
2248802193,19.0531668,72.8912757,3,,POINT (72.8912757 19.0531668)
2248802247,19.0536159,72.8850575,4,,POINT (72.8850575 19.0536159)
2248802276,19.0539344,72.8890122,3,,POINT (72.8890122 19.0539344)
2248802282,19.0540461,72.8912384,3,,POINT (72.8912384 19.0540461)
2248802329,19.0545593,72.9016296,3,,POINT (72.9016296 19.0545593)
2248802351,19.0548078,72.894864,3,,POINT (72.894864 19.0548078)
2248802356,19.0548905,72.8909282,1,,POINT (72.8909282 19.0548905)
2248802364,19.0549625,72.8892357,1,,POINT (72.8892357 19.0549625)
2248802401,19.0554392,72.8883092,3,,POINT (72.8883092 19.0554392)
2248802418,19.0555213,72.8828153,3,,POINT (72.8828153 19.0555213)
2248802430,19.0556843,72.8903505,3,,POINT (72.8903505 19.0556843)
2248802442,19.0558786,72.8919589,3,,POINT (72.8919589 19.0558786)
2248802449,19.0559393,72.8928146,3,,POINT (72.8928146 19.0559393)
2248802460,19.0561522,72.8822806,3,,POINT (72.8822806 19.0561522)
2248802467,19.0564185,72.8919195,1,,POINT (72.8919195 19.0564185)
2248802531,19.0575665,72.8816405,3,,POINT (72.8816405 19.0575665)
2248802532,19.0576074,72.881747,3,,POINT (72.881747 19.0576074)
2248802537,19.0578072,72.8822676,4,,POINT (72.8822676 19.0578072)
2248802573,19.0587329,72.9192418,3,,POINT (72.9192418 19.0587329)
2248802581,19.0589197,72.9144244,3,,POINT (72.9144244 19.0589197)
2248802662,19.0597228,72.9186304,3,,POINT (72.9186304 19.0597228)
2248802664,19.0598473,72.8810856,3,,POINT (72.8810856 19.0598473)
2248802688,19.060621,72.8829413,3,,POINT (72.8829413 19.060621)
2248802693,19.0607404,72.8807457,4,,POINT (72.8807457 19.0607404)
2248802695,19.0607778,72.913879,4,,POINT (72.913879 19.0607778)
2248802699,19.0608078,72.8935649,3,,POINT (72.8935649 19.0608078)
2248802701,19.0608918,72.9149657,3,,POINT (72.9149657 19.0608918)
2248802705,19.060943,72.9153996,3,,POINT (72.9153996 19.060943)
2248802708,19.0609702,72.8826405,3,,POINT (72.8826405 19.0609702)
2248802786,19.0621007,72.9132674,3,,POINT (72.9132674 19.0621007)
2248802788,19.0620508,72.8918147,4,,POINT (72.8918147 19.0620508)
2248802798,19.0623285,72.8957625,3,,POINT (72.8957625 19.0623285)
2264152050,19.0759866,72.9141273,3,,POINT (72.9141273 19.0759866)
2264152051,19.0759852,72.9139234,3,,POINT (72.9139234 19.0759852)
2322141826,19.0585824,72.9005881,4,,POINT (72.9005881 19.0585824)
2439202824,19.0330473,72.9019031,3,,POINT (72.9019031 19.0330473)
2439202849,19.0338033,72.902681,3,,POINT (72.902681 19.0338033)
2439202851,19.0345867,72.9042746,3,,POINT (72.9042746 19.0345867)
2439202872,19.0455774,72.9092645,3,,POINT (72.9092645 19.0455774)
2439202936,19.0567121,72.912034,3,,POINT (72.912034 19.0567121)
2439202967,19.0634717,72.9146392,3,,POINT (72.9146392 19.0634717)
2439252012,19.0644504,72.8971696,3,traffic_signals,POINT (72.8971696 19.0644504)
2439252016,19.0646737,72.8970985,3,traffic_signals,POINT (72.8970985 19.0646737)
2439252021,19.0646643,72.8966412,3,traffic_signals,POINT (72.8966412 19.0646643)
2439252024,19.0650681,72.8980214,3,,POINT (72.8980214 19.0650681)
2439252025,19.0652226,72.8976993,3,,POINT (72.8976993 19.0652226)
2439252027,19.0659562,72.8955461,3,,POINT (72.8955461 19.0659562)
2439252028,19.0659836,72.8995643,5,traffic_signals,POINT (72.8995643 19.0659836)
2439252035,19.0661603,72.8951658,3,,POINT (72.8951658 19.0661603)
2439273023,19.0684585,72.8923342,3,,POINT (72.8923342 19.0684585)
2439359832,19.0738162,72.8812507,3,,POINT (72.8812507 19.0738162)
2622177294,19.0799401,72.8803765,4,traffic_signals,POINT (72.8803765 19.0799401)
2629741730,19.0490609,72.9059535,4,traffic_signals,POINT (72.9059535 19.0490609)
2629741731,19.0499161,72.9051189,3,,POINT (72.9051189 19.0499161)
2629741740,19.0524868,72.8999145,4,traffic_signals,POINT (72.8999145 19.0524868)
2629741746,19.0533881,72.8973549,3,,POINT (72.8973549 19.0533881)
2629741747,19.053514,72.8970229,4,traffic_signals,POINT (72.8970229 19.053514)
2629741752,19.0541314,72.8947246,4,traffic_signals,POINT (72.8947246 19.0541314)
2629741753,19.054155,72.8903677,3,,POINT (72.8903677 19.054155)
2629741755,19.0541926,72.8909554,3,,POINT (72.8909554 19.0541926)
2629741757,19.054242,72.891728,3,,POINT (72.891728 19.054242)
2647295298,19.0579191,72.8960075,3,,POINT (72.8960075 19.0579191)
2715412074,19.0306128,72.8902629,3,,POINT (72.8902629 19.0306128)
2715412076,19.0308257,72.8909371,3,motorway_junction,POINT (72.8909371 19.0308257)
2804431000,19.0688255,72.8929308,3,,POINT (72.8929308 19.0688255)
2804433701,19.0687055,72.8934011,3,,POINT (72.8934011 19.0687055)
2804433703,19.0685703,72.8933031,3,,POINT (72.8933031 19.0685703)
2804441140,19.0674194,72.8886221,4,traffic_signals,POINT (72.8886221 19.0674194)
2804441143,19.0671172,72.8884619,3,,POINT (72.8884619 19.0671172)
2804441145,19.0675393,72.8889522,4,traffic_signals,POINT (72.8889522 19.0675393)
2804441150,19.0673455,72.8886976,4,traffic_signals,POINT (72.8886976 19.0673455)
2804441153,19.0676154,72.8888783,4,traffic_signals,POINT (72.8888783 19.0676154)
2804443043,19.0676837,72.8892102,3,traffic_signals,POINT (72.8892102 19.0676837)
2804444332,19.0671832,72.8883997,3,traffic_signals,POINT (72.8883997 19.0671832)
2804449479,19.067791,72.8887245,3,traffic_signals,POINT (72.8887245 19.067791)
2804449481,19.067624,72.888447,3,,POINT (72.888447 19.067624)
2804449483,19.0671277,72.8889249,3,traffic_signals,POINT (72.8889249 19.0671277)
2804449487,19.0672519,72.8892373,3,,POINT (72.8892373 19.0672519)
2804449494,19.0677592,72.889156,3,,POINT (72.889156 19.0677592)
