osmid,y,x,street_count,highway,geometry
1643351766,19.053378,72.8969517,3,traffic_signals,POINT (72.8969517 19.053378)
1643351775,19.0540562,72.8996114,3,,POINT (72.8996114 19.0540562)
1643351781,19.0541847,72.8981347,3,,POINT (72.8981347 19.0541847)
1643351789,19.0548554,72.8996136,3,,POINT (72.8996136 19.0548554)
1643351801,19.0550377,72.9047757,3,,POINT (72.9047757 19.0550377)
1643351807,19.055301,72.8983363,3,,POINT (72.8983363 19.055301)
1643351810,19.0555399,72.9005261,4,,POINT (72.9005261 19.0555399)
1643351817,19.0555323,72.9010917,3,,POINT (72.9010917 19.0555323)
1643351824,19.0558475,72.8978543,3,,POINT (72.8978543 19.0558475)
1643351826,19.0558899,72.9043271,3,,POINT (72.9043271 19.0558899)
1643351828,19.056014,72.9005357,3,,POINT (72.9005357 19.056014)
1643351829,19.0560456,72.8996561,3,,POINT (72.8996561 19.0560456)
1643351830,19.0561729,72.8980838,3,,POINT (72.8980838 19.0561729)
1643351839,19.0568577,72.9005529,3,,POINT (72.9005529 19.0568577)
1643351841,19.0569555,72.89811,3,,POINT (72.89811 19.0569555)
1643351843,19.0569761,72.887222,3,,POINT (72.887222 19.0569761)
1643351856,19.0598896,72.8966104,3,,POINT (72.8966104 19.0598896)
1643351862,19.0600898,72.8921418,4,,POINT (72.8921418 19.0600898)
1643351864,19.0612464,72.8929502,4,,POINT (72.8929502 19.0612464)
1643351868,19.0636991,72.8971917,3,,POINT (72.8971917 19.0636991)
1643351870,19.0638507,72.8966448,3,,POINT (72.8966448 19.0638507)
1647285766,19.0684798,72.882104,3,,POINT (72.882104 19.0684798)
1647285772,19.070265,72.8840927,3,,POINT (72.8840927 19.070265)
1647285777,19.070944,72.8834626,3,,POINT (72.8834626 19.070944)
1647285780,19.0711806,72.8836805,3,,POINT (72.8836805 19.0711806)
1647285813,19.0762453,72.8830665,3,,POINT (72.8830665 19.0762453)
1650809508,19.0372549,72.9095199,1,,POINT (72.9095199 19.0372549)
1651387817,19.0540824,72.8892738,4,traffic_signals,POINT (72.8892738 19.0540824)
1651404914,19.0461695,72.8998664,4,,POINT (72.8998664 19.0461695)
1651404921,19.0587804,72.8984818,3,,POINT (72.8984818 19.0587804)
1651404922,19.0602857,72.8995162,4,,POINT (72.8995162 19.0602857)
1651414388,19.0525929,72.908103,3,,POINT (72.908103 19.0525929)
1651414390,19.0531864,72.9093708,1,,POINT (72.9093708 19.0531864)
1651414397,19.0548172,72.9094929,1,,POINT (72.9094929 19.0548172)
1651414398,19.0550478,72.9041162,3,,POINT (72.9041162 19.0550478)
1651414402,19.0552155,72.9086005,3,,POINT (72.9086005 19.0552155)
