u,v,length
2804449494,2439273023,351.89400000000006
2804450686,2892843890,634.804
2804450687,2804449479,327.894
2804450687,2804491973,898.8270000000001
2804491972,6926087442,17.584
2804491972,2804450686,903.6679999999999
2804491973,6431316956,30.635
2804500706,2804491972,218.308
2804500716,1157625205,1036.5149999999999
2804500716,2439252021,140.219
2804594089,1232644013,18.085
2804594089,2804594091,203.713
2804594089,1232644665,35.507999999999996
2804594091,2439273023,258.94
2804594091,10945862259,142.339
2892843883,12430192234,45.858
2892843883,2892843890,212.55300000000003
2892843883,6431190845,39.476
2892843890,6430960767,189.086
2934429247,2246472025,124.989
2934429247,2439252035,12.498
2957204347,2957204349,55.055
2957204347,1651414448,148.082
2957204347,1367092912,65.772
2957204348,2957204349,62.008
2957204349,2957204348,62.008
2957204349,2957204347,55.055
2957204349,11042242326,95.666
2966349058,8973761596,509.11699999999996
2966349058,12697993395,123.37799999999999
2966349059,2966389863,207.36399999999998
2966349066,2966349059,124.011
2966349066,12637993104,25.195
2966389529,10279835722,499.109
2966389529,2439202936,1823.7939999999999
2966389530,2715412076,2495.6749999999997
2966389856,10116201901,39.076
2966389859,9679154866,28.28
2966389859,11052072835,226.835
2966389863,5913464758,84.879
2966389863,2966389530,1817.729
3105782008,11335211558,66.172
3105782008,2246471863,549.033
3172125114,6576183452,87.45400000000001
3204161922,5911636868,34.523
3204161922,2246471719,22.615
3204161922,11155555011,213.54100000000003
3204209297,5913464746,62.841
3204209297,5913226254,60.793
3204209297,4357289656,149.695
3205769002,12395700124,69.267
3205769002,10923998813,258.577
3205769002,7370996427,89.14099999999999
3206284093,1232644770,157.11100000000002
3206284093,1232643956,160.478
3206284093,1232644156,70.473
3212163820,2966349059,205.83
3214466795,1643351807,28.844
3214466795,1643351824,50.323
3214466795,3214466799,158.333
3214466799,1643351789,78.059
3214466799,1643351829,54.361
3214466799,3214466795,158.333
3214507277,3214507281,148.486
3214507277,12157136281,88.883
3214507281,3214507282,74.639
3214507281,3214507277,148.486
3214507281,7361765517,73.21
3214507282,3214507281,74.639
3215233951,1643351841,172.036
3215233951,9311818793,77.148
3215233951,1651414460,189.714
3215337971,4264598322,47.281
3215337971,7816158004,46.103
3215559549,3215559553,78.373
3215559549,5912283059,78.957
3215559553,3215559549,78.373
3215559553,12088834960,6.894
3215559553,3981413816,165.265
3215559573,7813517490,33.858
3245616504,1643027254,93.993
3245616504,12794348743,500.61899999999997
3245670250,1643035308,174.511
3245670250,10279742512,19.809
3376195596,1366857600,115.713
3376195596,1651404922,259.456
3376195596,1366857555,123.211
3463796101,2246660981,77.028
3463796101,7380521288,16.612
3530882614,2248802688,122.748
3530882614,6435209454,95.241
3530882614,3530882615,75.076
3530882615,3530882614,75.076
3530882615,7379608698,166.17499999999998
3530882615,11149490184,10.179
3530886045,11149490184,84.165
3532034726,1651414430,54.352
3547867171,11052039298,38.409
3547867171,1651414424,45.889
3547867171,6575953821,43.959
3547918446,3547918447,22.019
3547918446,1367092912,83.365
3547918446,3708886018,142.604
3547918447,3547918446,22.019
3547918447,3798943881,90.18299999999999
3547918447,10927905264,121.31599999999999
3592039518,7379899433,26.384
3632415772,12395437956,25.378
3708886018,3547918446,142.60399999999998
3736885986,2804431000,17.135
3736885986,2804433701,47.592
3737129897,5912237845,7.02
3737129897,12637993103,250.999
3798943881,10927905264,48.014
3798943881,3547918447,90.183
3878506004,3878506008,67.984
3878506008,3878506004,67.984
3878506008,1336410620,97.822
3878506008,3878506016,56.128
3878506016,3878506008,56.128
3878559848,1738882048,714.0980000000001
3878559854,1366987053,239.071
3878559854,5838250386,178.11
3878559855,245663765,17.108
3878559855,245663961,104.17
3878559855,3878559854,84.807
3878560460,2248801066,16.43
3878560460,2248801223,112.29299999999999
3878560460,3878559855,263.519
3981413807,5912283049,13.319
3981413816,9267777726,34.123
3981413816,3981413807,179.327
3981413829,7370608114,53.939
3981413829,1366956109,115.843
4144721095,4144721128,147.026
4144721105,6469480456,218.06099999999998
4144721114,4144721121,19.33
4144721121,4144721114,19.33
4144721121,7371619374,33.481
4144721121,7370996421,135.625
4144721122,6469480456,142.00799999999998
4144721128,4144721133,26.244
4144721128,1665625384,9.157
4144721128,4144721095,147.026
4144721133,4144721128,26.244
4144721141,7370996421,38.907000000000004
4144721142,1665625432,101.294
4144721142,4144721143,80.289
4144721142,1665625408,126.485
4144721142,7370996426,78.018
4144721143,1665625437,102.497
4144721143,4144721142,80.289
4144721143,6469480455,124.14099999999999
4264430241,10882788618,145.469
4264430257,2246471836,86.454
4264430257,10882788618,9.731
4264430257,1367093112,66.749
4264430277,4264430286,42.058
4264430277,2246471776,203.17600000000002
4264430277,10207397929,69.997
4264430286,1367093147,83.78
4264430286,4264430277,42.058
4264430286,4264430400,109.446
4264430400,1367093181,84.704
4264430400,4264430447,182.303
4264430400,4264430286,109.446
4264430447,5926760156,202.32299999999998
4264430447,1366009007,65.88799999999999
4264430447,4264430400,182.303
4264598303,4264598304,16.579
4264598303,10279809011,47.744
4264598304,2629741752,15.955
4264598304,4264598305,79.55199999999999
4264598305,10939573535,45.954
4264598305,2248802351,14.796
4264598305,2248802449,263.353
4264598306,245665303,11.574
4264598306,245665776,361.89799999999997
4264598311,245665776,14.994
4264598311,4357273837,78.462
4264598311,11052130893,207.25400000000002
4264598312,1651421959,18.61
4264598312,4264598311,120.668
4264598312,245665748,157.416
4264598321,2146273513,92.452
4264598321,2146273517,18.889
4264598321,12777784532,20.262
4264598322,1232644012,19.827
4264598322,4264598323,174.64
4264598323,2146273510,11.077
4264598323,4264598325,111.114
4264598325,2163935132,14.482
4264598325,4264598326,161.742
4264598326,2146269450,13.032
4264598326,4264598329,252.714
4264598329,10653480112,7.587
4264598330,6568869621,9.965
4264598330,4264598331,96.195
4264598330,2246472384,119.354
4264598331,1643035301,8.901
4264598331,4264598335,197.62400000000002
4264598335,1643031078,10.931
4264598335,2246472521,68.393
4264598335,10279742510,152.45000000000002
4292824317,12638251209,16.016
4292824317,2248801593,429.37300000000005
4292824317,12638251212,256.37800000000004
4292858341,10279857150,20.371
4292858341,10244259989,23.48
4296286846,4296286850,84.711
4296286850,1903627628,69.034
4296286850,12395437956,77.141
4296286850,4296286846,84.711
4352245961,2246472198,140.438
4352255195,4352255196,77.737
4352255196,4352255195,77.737
4352255196,2246472089,102.44
4352255196,2246472082,52.587999999999994
4357258313,2248799749,693.622
4357258344,4357258352,102.157
4357258352,7311257211,12.395
4357258352,10316609528,71.343
4357258352,4357258344,102.157
4357258366,7361631170,396.12
4357258366,4362754076,825.5760000000001
4357258366,7361655318,151.607
4357265370,10244259986,22.177
4357265370,10279857160,22.022
4357265381,10244259991,18.888
4357265381,278919550,343.895
4357265381,4357265384,84.034
4357265384,4357265381,84.034
4357265401,2248800508,91.755
4357265401,2248800722,125.154
4357265406,2248800508,191.84
4357265410,4467059919,103.934
4357265417,2248800706,15.165
4357265417,7357642064,36.696
4357265417,4357265418,75.897
4357265418,4357265417,75.897
4357265418,4357265420,51.533
4357265418,2248800716,49.265
4357265419,7357642064,9.75
4357265419,2248800590,55.065
4357265419,4357265420,81.597
4357265420,4357265419,81.597
4357265420,4357265418,51.533
4357265420,2248800590,124.54199999999999
4357265421,2248800832,65.326
4357265421,7357639803,54.897
4357265421,2248800919,54.019
4357272770,11242926537,41.594
4357272770,4357272771,27.12
4357272770,2248802247,178.053
4357272771,4357272770,27.12
4357272773,4357272774,31.709
4357272774,4357272773,31.709
4357272774,4357272778,178.886
4357272774,2248801851,236.557
4357272774,11242782946,16.493
4357272778,1643351765,81.344
4357272778,4357272774,178.886
4357272778,1643351764,127.126
4357272779,11242971649,36.218
4357272779,2248802276,73.71
4357272779,632313274,86.413
4357272780,245664869,33.642
4357272781,10207346710,34.16
4357272781,10207346709,29.377
4357273791,11066699144,12.635
4357273791,2248801466,166.552
4357273791,4292824317,206.65699999999998
4357273794,10941880419,118.376
4357273797,10207346706,28.714
4357273797,2248802193,72.66300000000001
4357273797,6573831688,98.50200000000001
4357273800,6573831688,186.623
4357273800,12378584818,103.216
4357273807,4519288172,208.829
4357273822,4357273825,31.626
4357273822,4357273828,49.063
4357273822,4357273826,84.312
4357273822,11124607401,65.82600000000001
4357273824,4357273825,86.381
4357273825,245665637,37.209
4357273825,4357273822,31.626
4357273825,4357273824,86.381
4357273826,4357273822,84.312
4357273827,4357273828,110.304
4357273827,9787130731,54.108
4357273827,6575838097,39.078
4357273828,4357273822,49.063
4357273828,4357273830,27.396
4357273828,4357273827,110.304
4357273829,6575838097,16.483
4357273829,4357273834,139.892
4357273829,4357273836,134.005
4357273830,4357273828,27.396
4357273830,1643351841,17.879
4357273830,6575838097,86.936
4357273834,245665275,109.378
4357273834,245665304,63.481
4357273834,4357273829,139.892
4357273836,2647295298,37.272
4357273836,245665304,120.77
4357273836,4972461860,55.904
4357273836,4357273829,134.005
4357273837,4264598311,78.462
4357273837,1651404921,141.559
4357273837,4357273838,42.519
4357273838,4357273839,48.077
4357273838,4357273837,42.519
4357273838,9787130731,98.974
4357273839,4357273838,48.077
4357289626,4357289628,76.025
4357289626,4357289678,27.403
4357289626,4357289627,61.607
4357289627,2246471910,92.014
4357289627,4357289626,61.607
4357289627,2246471824,63.025000000000006
4357289628,4357289680,39.597
4357289628,4357289626,76.025
4357289628,4462480898,111.105
4357289630,11375281418,38.802
4357289630,7370608177,124.34700000000001
4357289630,4357289632,77.814
4357289632,4357289633,39.131
4357289632,4357289634,44.604
4357289632,4357289630,77.814
4357289633,2246471822,55.422
4357289633,4357289683,13.678
4357289633,4357289632,39.131
4357289634,4357289632,44.604
4357289635,5911635635,56.28
4357289635,1351234053,67.038
4357289635,4357289636,66.834
4357289636,4357289635,66.834
4357289641,1654383187,101.361
4357289642,7371765612,9.845
4357289642,1654383197,87.849
4357289642,1654383238,92.943
4357289656,3204209297,149.695
4357289660,11337271584,42.864
4357289660,2246471852,95.053
4357289660,5911636863,43.43
4357289667,11155555011,24.329
4357289668,2246471844,45.198
4357289668,2246471852,282.266
4357289668,1351234053,143.562
4357289671,1366938303,52.35
4357289671,2238493937,62.521
4357289671,2235210217,144.365
4357289674,2238493937,307.414
4357289678,4357289626,27.403
4357289678,6576059825,68.395
4357289678,5913464570,156.20499999999998
4357289680,2246471865,32.991
4357289680,4357289628,39.597
4357289680,5913464571,103.512
4357289681,4357289683,65.66499999999999
4357289683,4357289633,13.678
4357289683,2246471865,38.885
4357289683,4357289681,65.66499999999999
4357290589,4357290590,63.766
4357290590,2246472395,27.983
4357290590,4357290589,63.766
4357290590,7370996423,119.541
4357290591,1665625386,16.364
4357290591,2246472402,65.505
4357290591,2246472395,70.152
4357290592,1665625383,17.008
4357290592,1665625386,50.624
4357290592,2246472389,61.887
4357290593,2246472389,10.008
4357290593,2246472376,113.97200000000001
4357290595,7371470903,22.685
4357290595,2246472402,8.94
4357290595,4357290596,57.49
4357290596,4357290595,57.49
4357290597,2246472402,62.537
4357290597,4357290598,49.927
4357290597,2246472395,69.175
4357290598,4357290597,49.927
4357290599,1665625450,53.759
4357300474,4357300475,102.662
4357300475,2246472568,17.614
4357300475,1451889982,65.152
4357300475,4357300474,102.66199999999999
4357300486,1643027254,15.05
4357300486,2246472327,37.144
4357300486,1451898158,710.8880000000001
4357300487,1665625298,59.527
4357300487,1643027254,81.957
4357300487,2246472326,106.982
4357300488,4357302889,140.625
4357300488,1665625357,210.63800000000003
4357300488,1665625298,171.243
4357302889,4357300488,140.625
4357302890,2146269452,66.259
4357302890,2146269461,81.603
4357302890,2146270811,131.28199999999998
4357309647,6293081321,172.39600000000002
4357309652,4357309663,18.022
4357309652,11235241354,14.175
4357309652,1367093072,90.56
4357309654,4357309659,104.556
4357309654,4366129935,146.983
4357309654,4357309655,113.532
4357309655,4357309663,29.87
4357309655,4357309654,113.532
4357309655,4357309659,183.982
4357309659,4357309654,104.556
4357309659,1367093063,71.134
4357309659,4357309655,183.98199999999997
4357309660,4357309663,106.462
4357309663,4357309655,29.87
4357309663,4357309652,18.022
4357309663,4357309660,106.462
4357309664,11061050456,27.884
4357309666,10207397921,123.194
4357309666,4366129933,97.984
4357309666,11061050456,95.98899999999999
4357309667,2246471649,44.391
4357309667,2246471980,821.561
4357309667,4357309669,118.179
4357309669,10207397924,55.071
4357309669,6569435667,94.238
4357309669,2246471656,45.199
4357309669,4357309667,118.179
4357309670,6569435667,27.318
4357309677,1367093112,70.316
4357309677,4357309678,118.455
4357309677,1367093348,396.30999999999995
4357309678,4357309677,118.455
4357358499,9171437932,164.236
4357358499,11037100377,19.652
4357358499,1366009050,88.536
4357381437,7401192412,145.78
4357381437,11057975858,23.155
4357381437,11057975859,50.294000000000004
4357381478,2246472626,138.805
4357416049,11045723145,18.835
4357416049,1366027983,251.10000000000002
4357416049,11045733888,75.262
4362728148,2248802699,142.821
4362728148,6293072354,27.262
4362728148,2248802798,144.738
4362728156,4362728157,120.784
4362728156,10279771659,83.853
4362728156,10279771679,8.12
4362728157,4362728156,120.784
4362728160,10207346714,130.85000000000002
4362728160,10279771661,78.33200000000001
4362728161,2248802401,119.293
4362728164,1651387817,52.012
4362728164,4362728161,65.366
4362754014,2248801321,45.285
4362754015,4362754018,112.614
4362754018,2248801073,60.98
4362754018,2248801114,53.538
4362754018,4362754015,112.614
4362754034,2248800852,91.546
4362754034,2248800982,115.857
4362754034,2248800987,97.46100000000001
4362754055,2248800961,75.406
4362754055,2248800824,72.69399999999999
4362754055,10244260000,67.208
4362754073,10244259991,244.558
4362754073,4362754076,355.298
4362754076,4357258366,825.5759999999999
4362754076,11827339618,266.074
4362754076,4362754073,355.298
4366100891,1643035311,37.221999999999994
4366100891,2246472672,122.68100000000001
4366129933,4366129935,72.4
4366129933,4366129934,58.433
4366129933,4357309666,97.984
4366129934,4366129933,58.433
4366129935,4366129933,72.4
4366129935,4366129936,40.85
4366129935,4357309654,146.983
4366129936,4366129935,40.85
4443987680,7311257187,141.59199999999998
4445050837,12353523816,21.446
4445050837,7380517054,17.626
4445143770,1232644335,29.429
4445143770,1232644635,82.978
4445143770,4445143774,188.689
4445143774,4445143775,50.725
4445143774,8692705065,59.462
4445143774,4445143770,188.68900000000002
4445143775,4445143774,50.725
4445143775,12353472090,128.59099999999998
4445143775,1232644156,48.325
4462480898,11375281418,68.391
4462480898,4357289628,111.105
4462480898,2246471824,59.431000000000004
4463696697,2246472218,99.844
4465528799,2439252028,16.999
4465528799,10279771621,184.144
4467059918,4467059919,45.802
4467059918,10279835727,17.039
4467059918,11827339618,223.966
4467059919,4467059918,45.802
4467059919,4357265410,103.93400000000001
4467059919,4467059925,76.41
4467059925,4467059919,76.41
4519288172,4357273807,208.82900000000004
4519288172,10266957922,95.381
4569925675,2248801314,131.69
4569925675,11274067553,21.862
4720636605,10279857158,30.433
4720636605,10244259987,21.493
4972461860,4357273836,55.904
4972461860,245665303,114.282
5217918622,11182441556,232.604
5217918622,528785934,131.288
5242502259,11189973294,368.18799999999993
5265719451,5265719459,41.168
5265719459,7371765642,27.917
5265719459,5265719451,41.168
5265719459,7371619383,159.20000000000002
5265726335,5265726342,70.699
5265726342,7371619383,13.244
5265726342,5265726922,27.89
5265726342,5265726335,70.699
5265726922,7371619368,47.467
5265726922,5265726342,27.89
5265726922,5265726928,32.984
5265726928,5265726922,32.983999999999995
5267231816,7370996411,94.001
5267231816,7371619368,295.05300000000005
5267231816,1665625343,99.807
5330842616,1651421957,107.808
5349392408,2804500706,819.2320000000001
5354454748,10279835719,23.62
5354454748,1475178057,20.119
5539183022,1473471962,318.655
5539183022,5539183028,355.86499999999995
5539183028,5539183022,355.86499999999995
5792167748,8909137832,156.842
5792167748,245665354,39.06
5792168761,8909137845,126.806
5792168761,245664865,42.043
5838250386,1903616901,411.98199999999997
5838250386,3878559848,195.131
5838250403,245663894,19.494
5838250403,1366987045,74.699
5838250404,2248801431,427.0369999999999
5838250417,245664905,31.907
5838250417,10939673573,46.294
5843735650,1665625137,16.968
5843735650,6569087157,12.275
5865538270,4465528799,36.876
5865538270,5865538271,15.075
5865538271,10750563816,22.138
5865538271,1366938254,54.988
5865538272,5865538270,55.058
5865538272,1232644986,179.844
5911339568,2143584813,64.501
5911339569,5911339572,156.104
5911339572,5911339569,156.104
5911339572,1366857439,29.09
5911635635,4357289635,56.28
5911635635,2246471719,199.749
5911635635,1366900438,125.164
5911636863,4357289660,43.43
5911636868,3204161922,34.523
5911636868,5911636869,93.457
5911636868,2246471681,131.798
5911636869,5911636868,93.457
5912237790,2248802573,132.05
5912237845,5913226354,5.434
5912237845,1366900426,106.04
5912283049,3981413807,13.319
5912283058,5912283059,76.172
5912283058,12088834965,6.21
5912283058,3215559553,79.173
5912283059,3215559549,78.957
5912283059,5912283058,76.172
5912283073,5912283074,63.844
5912283073,5912283077,30.128
5912283073,1366956109,61.876
5912283074,5912283073,63.844
5912283077,1366956140,68.861
5912283077,5912283073,30.128
5912283077,1366956128,77.168
5912283078,1366956128,15.413
5913226216,7370608110,76.219
5913226245,1351247411,46.394
5913226245,12395700124,20.112
5913226246,5913226247,6.429
5913226246,5913226353,44.596000000000004
5913226247,10882783547,5.85
5913226247,6583371982,121.12599999999999
5913226250,7371765617,31.694
5913226250,2248802695,8.286
5913226251,1654383282,6.451
5913226251,5913226252,81.246
5913226252,9679086525,6.641
5913226252,7371765612,65.164
5913226252,5913226254,82.253
5913226254,1654383278,9.327
5913226254,3204209297,60.793
5913226254,1351234029,238.199
5913226280,5913226343,43.678
5913226343,5913226280,43.678
5913226343,5913226347,225.44200000000004
5913226347,1654383187,314.983
5913226347,1366795134,195.377
5913226353,1366900426,6.485
5913226353,5913226354,107.126
5913226353,2248802662,235.26800000000003
5913226354,5913226355,6.776
5913226354,5912237790,271.683
5913226355,3737129897,5.122
5913226379,5913464739,11.167
5913226379,1351234030,303.77599999999995
5913278402,12088863672,6.504
5913278402,1366956200,42.077
5913278406,12395746332,31.142
5913278406,12088834962,34.048
5913278406,12395700127,7.288
5913464539,11029792637,58.755
5913464539,1232644920,67.502
5913464539,2246472223,56.044
5913464570,7373967511,25.018
5913464570,7373967512,34.343
5913464570,4357289678,156.20499999999998
5913464571,4357289680,103.512
5913464730,5913464731,11.714
5913464730,5913226379,41.5
5913464731,5913464730,11.714
5913464731,11039504911,58.516000000000005
5913464735,11416892190,7.546
5913464735,1351234030,11.642
5913464735,5913464739,295.423
5913464739,5913226379,11.167
5913464739,5913464731,43.542
5913464746,3204209297,62.841
5913464746,6571926777,180.736
5913464746,5913464751,212.351
5913464751,5913464746,212.351
5913464758,11052081278,429.45699999999994
5913464758,2966389859,77.917
5926760156,1366008977,4.865
5926760156,4264430447,202.32299999999998
5926760156,10207397929,132.761
6117377483,1366027980,256.809
6117377483,12430193495,121.541
6293072354,1651414472,119.156
6293072354,4362728148,27.262
6293072354,2248802798,152.22899999999998
6293081321,1643351864,58.292
6293081321,13055928897,198.726
6293081321,4357309647,172.396
6430960763,11054515158,128.08499999999998
6430960763,2804584123,59.345
6430960767,12812047610,27.108000000000004
6430960767,2804584123,44.634
6431154248,2246661033,50.162
6431154248,2246472177,143.505
6431154248,2246472154,73.499
6431190845,8701016828,102.885
6431190845,11042148860,48.103
6431190845,2892843883,39.476
6431316956,2804500716,187.673
6431316960,1232644316,214.294
6431316960,11071146293,43.084
6431316960,2246472016,55.457
6431435287,2242249982,103.85
6431435287,6431435288,122.356
6431435287,2242249986,128.464
6431435288,2246661031,82.354
6431435288,6431435287,122.356
6431435288,2246661024,238.79
6435209454,3530882614,95.241
6435209454,2248802664,49.327
6435423923,2622177294,14.161
6435423923,245668515,27.402
6469480455,6469480456,32.316
6469480455,1665625408,25.729
6469480455,4144721143,124.141
6469480456,6469480455,32.316
6469480456,4144721122,142.008
6469480456,4144721105,218.06100000000004
6469549264,2248802247,12.711
6469549264,11242732405,82.19
6488201809,2248802329,118.263
6488201809,9311818812,66.922
6488201811,2248802329,204.375
6488201811,1643351817,238.84900000000002
6488652331,245665186,64.986
6495534604,6495534619,107.435
6495534604,1232644013,128.725
6495534604,10267389225,90.44800000000001
6495534616,11064166077,70.717
6495534616,6495534619,144.557
6495534616,10945862259,105.881
6495534619,6495534604,107.435
6495534619,6495534616,144.557
6495534619,12455579945,194.225
6495626249,2248802693,16.597
6495626249,10264297683,5.629
6497154927,6497154928,28.005
6497154928,10923636678,29.898
6497154928,2246472626,71.76
6497154928,6497154927,28.005
6567709171,6567709173,36.899
6567709171,2246471734,40.258
6567709171,6567709172,45.348
6567709171,2246471753,78.922
6567709172,2246471769,134.933
6567709172,6567709171,45.348
6567709172,6567709174,41.949
6567709173,6567709171,36.899
6567709173,2246471724,41.101
6567709173,6567709174,46.457
6567709173,6586250295,60.756
6567709174,6567709173,46.457
6567709174,6586250294,63.369
6567709174,6567709172,41.949
6568869621,4264598330,9.965
6568869621,10653480113,10.462
6569087155,10820417303,18.301
6569087156,6569087155,59.614
6569087156,1665625137,13.23
6569087157,6569087156,21.213
6569087157,1665625106,65.437
6569231063,2248802247,17.584
6569231063,12836695797,190.36899999999997
6569434367,6569434369,98.545
6569434369,1366054221,17.723
6569434369,6569434367,98.54499999999999
6569434369,2246472533,201.743
6569435666,2246471684,27.161
6569435666,6569435667,47.497
6569435666,2246471699,95.524
6569435666,2246471656,87.06800000000001
6569435667,4357309670,27.318
6569435667,4357309669,94.238
6569435667,6569435668,34.926
6569435667,6569435666,47.497
6569435668,6569435667,34.926
6569722819,11057975857,13.206
6569722819,11057975859,46.085
6571795846,10207397918,382.821
6571795846,10207397919,415.74399999999997
6571795846,1643351864,371.92600000000004
6571910349,10279771680,15.064
6571910349,5792167748,7.266
6571923643,1232644512,165.159
6571923643,1651414487,222.507
6571926777,5913464746,180.736
6571926777,2246471663,269.875
6571926777,6571926778,143.63899999999998
6571926778,1351234029,37.578
6571926778,2246471681,101.47800000000001
6571926778,6571926777,143.639
6572018474,7371511087,187.43599999999998
6572018474,3981413829,178.094
6572171801,7378897021,43.998999999999995
6572189287,1643351864,17.841
6572189287,10216570896,257.26300000000003
6572192876,2246472672,13.001
6572192876,6572192884,33.898
6572192876,6572192881,40.235
6572192881,6572192876,40.235
6572192881,6572192883,34.003
6572192881,6572192883,102.06899999999999
6572192883,6572192884,36.773
6572192883,6572192881,34.003
6572192883,6572192881,102.069
6572192884,6572192876,33.898
6572192884,2246472666,23.036
6572192884,6572192883,36.773
6573759450,2238597919,12.2
6573759451,1643264250,67.159
6573759451,6573759450,20.623
6573759453,2629741731,529.6299999999999
6573831688,4357273800,186.623
6573831688,4357273797,98.50200000000001
6573831688,10207346705,76.81700000000001
6573831692,2248801960,13.011
6573831692,10207346705,7.563
6573886332,6573933915,223.58499999999998
6573886332,6573933919,113.60199999999999
6573933915,1642951891,117.419
6573933919,1643351862,7.285
6573933919,6573933915,113.52
6574225213,1367092973,208.706
6574225213,1367092932,201.064
6574225213,1651414452,77.38900000000001
6575838097,4357273830,86.936
6575838097,4357273829,16.483
6575838097,4357273827,39.078
6575917462,12888608854,42.13
6575917462,2892843883,205.793
6575917462,1647285772,167.52499999999998
6575953820,1651414424,45.51
6575953820,1651414431,43.718
6575953820,6575953821,43.124
6575953821,3547867171,43.959
6575953821,1651414430,45.138
6575953821,6575953820,43.124
6576059825,12448362119,5.853
6576059825,4357289678,68.39500000000001
6576059825,2246471910,76.135
6576059826,12448362119,7.083
6576059828,6576059829,15.188
6576059828,6576059826,30.871
6576059829,6576059826,21.481
6576059830,6576059829,18.259
6576059830,12905592102,8.103
6576079903,1367092904,27.575
6576079903,11052805071,116.25399999999999
6576079903,1654383160,153.778
6576183451,6576183452,324.694
6576183452,1643035306,143.899
6576183452,3172125114,87.45400000000001
6576183452,6576183451,324.694
6581097857,7379602411,31.619
6581333716,9871528901,116.834
6581543381,1336410620,64.653
6581543381,1336410623,45.72
6581543381,11052078074,122.438
6583122231,8976481323,9.921
6583371982,12882834615,121.894
6583371982,2248802705,7.673
6583578109,1366938229,60.966
6583578109,2246471784,23.853
6583608246,6583608251,146.405
6583608251,2248802351,74.696
6583608251,6583608246,146.405
6586019606,9679154869,297.33799999999997
6586250294,10923992389,36.618
6586250294,6586250295,45.019
6586250294,6567709174,63.369
6586250295,2246471679,34.945
6586250295,6586250294,45.019
6586250295,6586250296,40.849
6586250295,6567709173,60.756
6586250296,2246471699,34.068
6586250296,6586250295,40.849
6586250296,2246471724,62.743
6926087400,6926087405,31.191
6926087400,2246472156,277.916
6926087400,6926087407,116.75599999999999
6926087405,6926087400,31.191
6926087405,6926087407,84.321
6926087405,2246472148,253.97400000000002
6926087407,6926087400,116.756
6926087407,6926087426,249.47700000000003
6926087407,6926087405,84.321
6926087426,10747444369,381.51500000000004
6926087426,11975764274,1119.7900000000002
6926087426,6926087407,249.477
6926087442,2804449483,494.69
6926087442,11071146293,187.858
7046060436,7046060439,35.052
7046060439,7046060440,54.1
7046060439,11057975856,70.237
7046060439,7046060436,35.052
7046060440,2246472615,76.969
7046060440,2246472644,9.09
7046060440,7046060439,54.1
7130092054,1903627628,147.393
7130092054,1903616901,67.858
7130092054,8709114573,322.18399999999997
7302297226,2248801466,62.124
7302297226,2248801660,111.30000000000001
7302297226,2248801619,94.962
7311257186,7311257190,39.561
7311257186,1366986955,121.48299999999999
7311257186,12432759563,93.056
7311257187,7311257190,38.891
7311257187,7311257188,43.271
7311257187,4443987680,141.59199999999998
7311257188,7311257187,43.271
7311257189,7311257190,48.882
7311257190,7311257187,38.891
7311257190,7311257189,48.882
7311257190,7311257186,39.561
7311257211,4357258352,12.395
7311257211,2439202849,98.593
7311257211,7311257216,196.72100000000003
7311257216,10938932170,25.347
7311257216,7311257211,196.72099999999998
7311257216,2439202824,23.057000000000002
7357622185,2248801073,41.398
7357622187,2248800994,46.225
7357622187,10244260000,14.696000000000002
7357639802,2248800832,54.655
7357639802,2248800706,50.053
7357639802,7357639803,70.135
7357639803,7357639802,70.135
7357639803,2248800716,45.179
7357639803,4357265421,54.897
7357642061,2248800562,24.433
7357642061,7357642063,63.011
7357642061,2248800590,52.620999999999995
7357642063,7357642061,63.011
7357642063,2248800707,46.942
7357642063,7357642064,49.944
7357642064,4357265417,36.696
7357642064,4357265419,9.75
7357642064,7357642063,49.944
7357642066,11072763921,56.172
7357642066,2248800614,84.76800000000001
7357642066,2248800680,47.705
7357642068,2248800614,56.936
7357642069,10244259991,116.401
7357642069,7357642071,53.006
7357642069,10244259987,445.12700000000007
7357642071,7357642069,53.006
7357662459,10576415159,95.099
7357662459,245662490,294.44800000000004
7357677882,2248801178,70.414
7357709459,11242941159,68.433
7357709459,6469549264,122.93
7357795957,632299700,93.406
7358246046,2248802050,76.572
7358289916,7358289917,55.024
7358289916,2248801114,377.52099999999996
7358289916,2248801330,89.68
7358289917,7358289916,55.024
7358357973,7358363790,29.746
7358357973,245662490,808.5809999999999
7358363785,7358357973,25.002
7358363785,7358363790,17.095
7358363790,7358363794,45.338
7358363794,11052455185,255.44099999999997
7358363794,7358363785,18.072
7361631170,2248800091,14.726
7361631170,7361631175,63.012
7361631170,4357258366,396.11999999999995
7361631175,7361631170,63.01200000000001
7361631175,7361631184,127.949
7361631175,9901340408,56.242999999999995
7361631184,2248800091,80.59
7361631184,7361631175,127.94899999999997
7361631184,7361655293,47.527
7361655293,7361631184,47.527
7361655293,10216582330,16.053
7361655293,7361655300,66.65100000000001
7361655300,11033717961,43.094
7361655300,7361655293,66.65100000000001
7361655300,7361655305,51.386
7361655305,2248800044,101.535
7361655305,2248800002,56.749
7361655305,7361655300,51.385999999999996
7361655305,8704691468,56.085
7361655314,2248799999,20.141
7361655314,2248799933,153.514
7361655314,8704691468,50.669
7361655318,4357258366,151.607
7361655318,11033739702,126.81
7361655318,7362706678,83.755
7361665362,11033717961,32.705
