u,v,length
2246471649,10923992391,55.867
2246471649,2246471656,49.394
2246471656,10923992390,43.689
2246471656,4357309669,45.199
2246471656,6569435666,87.06800000000001
2246471656,2246471649,49.394
2246471663,6571926777,269.875
2246471663,1366900438,236.258
2246471663,2246471719,138.145
2246471666,10923992391,91.02000000000001
2246471668,2246471679,58.225
2246471679,6586250295,34.945
2246471679,2246471668,58.225
2246471679,2246471699,41.628
2246471679,10923992389,44.358
2246471681,2246471704,34.046
2246471681,6571926778,101.47800000000001
2246471681,5911636868,131.798
2246471684,6569435666,27.161
2246471699,2246471679,41.628
2246471699,6586250296,34.068
2246471699,6569435666,95.524
2246471704,2246471681,34.046
2246471704,2246471722,162.21099999999998
2246471704,2246471766,107.36
2246471719,3204161922,22.615
2246471719,5911635635,199.749
2246471719,2246471663,138.145
2246471722,2246471704,162.211
2246471724,2246471734,28.394
2246471724,6567709173,41.101
2246471724,6586250296,62.743
2246471728,7380517080,32.015
2246471728,10882788623,9.822
2246471728,2246471776,114.566
2246471734,2246471724,28.394
2246471734,6567709171,40.258
2246471734,2246471753,115.50300000000001
2246471739,2246471818,144.44500000000002
2246471739,2246471755,50.866
2246471739,9179231582,39.699
2246471748,1367093082,59.156
2246471748,1367093105,47.181
2246471748,2246471861,227.81
2246471753,2246471769,93.16900000000001
2246471753,6567709171,78.922
2246471753,2246471734,115.50300000000001
2246471755,10882788619,50.867
2246471755,2246471739,50.866
2246471755,2246471854,145.269
2246471766,2246471704,107.36
2246471769,6567709172,134.933
2246471769,2246471825,58.463
2246471769,2246471753,93.16900000000001
2246471776,2246471728,114.566
2246471776,4264430277,203.17600000000002
2246471776,12330461932,26.378999999999998
2246471784,2439202967,21.977
2246471784,10824774388,40.916
2246471784,6583578109,23.853
2246471818,2246471739,144.445
2246471822,1351234053,28.521
2246471822,4357289633,55.422
2246471822,10266957921,177.22899999999998
2246471824,4462480898,59.431000000000004
2246471824,2246961187,115.05
2246471824,4357289627,63.025000000000006
2246471825,2246471769,58.463
2246471825,2246471918,121.816
2246471825,1366857603,213.41899999999998
2246471836,1367093181,99.508
2246471836,4264430257,86.454
2246471836,12330461932,76.018
2246471844,2246471936,148.014
2246471844,4357289668,45.198
2246471844,2246471852,44.493
2246471852,4357289660,95.053
2246471852,4357289668,282.26599999999996
2246471852,2246471844,44.493
2246471854,2246471755,145.269
2246471860,1367093170,119.078
2246471860,1367093105,119.65299999999999
2246471860,1367093218,133.292
2246471861,1367093122,48.052
2246471861,11038640722,27.984
2246471861,2246471748,227.80999999999997
2246471863,2439202967,463.95
2246471863,2246471784,219.866
2246471865,4357289683,38.885
2246471865,4357289680,32.991
2246471865,11375281418,113.953
2246471910,4357289627,92.014
2246471910,2246961187,41.55
2246471910,6576059825,76.135
2246471918,2246471825,121.816
2246471918,2246471931,109.707
2246471918,2246471947,71.568
2246471931,2246471918,109.707
2246471931,1366857603,41.765
2246471931,2246471947,179.14999999999998
2246471936,2246472009,91.27499999999999
2246471936,2246472009,306.455
2246471936,2246471844,148.01399999999998
2246471944,7370608113,10.696
2246471944,7370608110,97.435
2246471944,7371511087,117.81
2246471947,2246472002,79.064
2246471947,2246471918,71.568
2246471947,2246471931,179.14999999999998
2246471962,1232644362,13.328
2246471962,11068677534,51.726
2246471962,11043282242,237.64800000000002
2246471980,2246472002,59.812
2246471980,1367093227,71.425
2246471980,4357309667,821.5610000000001
2246471991,6576059828,34.093
2246471991,10809175122,308.14
2246472002,2246471947,79.064
2246472002,2246471980,59.812
2246472002,1366857603,307.173
2246472009,2246471936,306.455
2246472009,2246471936,91.275
2246472009,2246472029,39.072
2246472016,2246472025,206.613
2246472016,6431316956,174.603
2246472025,2934429247,124.989
2246472025,11038649369,28.464
2246472025,2246472016,206.61299999999997
2246472029,2246472009,39.072
2246472068,2246472069,115.446
2246472068,2246472125,121.613
2246472068,11038649369,34.718999999999994
2246472069,2439252035,43.981
2246472069,1232644335,23.489
2246472069,2246472068,115.446
2246472082,4352255196,52.588
2246472082,10747444369,199.002
2246472082,10548601342,56.596000000000004
2246472089,4352255196,102.44
2246472089,2246472138,170.666
2246472089,2246472099,104.84
2246472099,2246472138,149.427
2246472099,2246472120,149.114
2246472099,2246472089,104.84
2246472120,2246472156,237.589
2246472120,7383907173,89.4
2246472120,2246472099,149.114
2246472123,2246472196,361.395
2246472123,7384021677,13.745000000000001
2246472125,2246472068,121.613
2246472125,7384021676,9.16
2246472138,2246472148,19.85
2246472138,2246472099,149.427
2246472138,2246472089,170.666
2246472148,2246472138,19.85
2246472148,6926087405,253.97400000000002
2246472148,2246472156,83.47399999999999
2246472154,7379899433,39.826
2246472154,6431154248,73.499
2246472154,2246472163,114.194
2246472156,2246472148,83.474
2246472156,2246472120,237.58899999999997
2246472156,6926087400,277.916
2246472163,7379899432,106.04
2246472163,2246472154,114.194
2246472177,6431154248,143.505
2246472177,1366009050,18.087
2246472177,2246472198,66.45
2246472196,1232644648,95.31
2246472196,1643031072,85.60300000000001
2246472196,2246472238,246.903
2246472196,2246472123,361.395
2246472198,2246472177,66.45
2246472198,4352245961,140.438
2246472198,2246472218,108.852
2246472199,2246472238,76.26
2246472199,1232644928,131.929
2246472199,1232644648,139.649
2246472218,4463696697,99.844
2246472218,2246472261,96.29
2246472218,2246472198,108.85199999999999
2246472223,5913464539,56.044
2246472223,2246472238,200.56599999999997
2246472223,11029792632,167.63500000000005
2246472238,2246472199,76.26
2246472238,2246472223,200.566
2246472238,2246472196,246.903
2246472261,2246472263,15.035
2246472261,2246472218,96.28999999999999
2246472261,10305066394,99.525
2246472263,2246472261,15.035
2246472266,10207331620,95.036
2246472307,10207331621,9.643
2246472307,2246472324,62.449
2246472316,619305731,348.84200000000004
2246472324,2246472348,57.977
2246472324,10207331620,8.449
2246472326,1643027254,149.717
2246472326,4357300487,106.982
2246472326,2246472380,216.247
2246472327,2246472379,188.611
2246472327,4357300486,37.144
2246472327,2246472358,82.249
2246472346,2246472362,64.521
2246472346,12430192234,69.794
2246472348,10207331619,7.589
2246472348,2246472362,166.55
2246472348,1392485609,299.21500000000003
2246472358,2246472385,203.342
2246472358,2246472368,71.16
2246472358,2246472327,82.249
2246472362,2246472346,64.521
2246472362,1366009086,74.398
2246472362,2246472348,166.54999999999998
2246472368,2246472397,211.464
2246472368,2246472382,89.325
2246472368,2246472358,71.16
2246472376,1665625383,47.16
2246472376,4357290593,113.97200000000001
2246472379,2246472327,188.611
2246472379,2246472406,200.361
2246472379,2246472385,82.223
2246472380,1665625357,66.669
2246472380,2246472326,216.247
2246472380,12560606618,11.0
2246472382,10653480118,9.765
2246472382,2246472368,89.325
2246472382,2246472380,113.43
2246472384,7379722817,48.202
2246472384,4264598330,119.354
2246472384,2246472529,274.28700000000003
2246472385,2246472358,203.342
2246472385,2246472445,200.926
2246472385,2246472397,72.654
2246472385,2246472379,82.223
2246472387,7379722817,55.774
2246472387,10928800782,109.25
2246472387,10928800784,226.61700000000002
2246472389,4357290593,10.008
2246472389,7371470903,36.504
2246472389,4357290592,61.887
2246472391,2246472416,61.928
2246472391,1643035301,81.883
2246472391,1643035296,98.142
2246472391,11054614614,101.28999999999999
2246472395,4357290590,27.983
2246472395,4357290591,70.152
2246472395,4357290597,69.175
2246472397,2246472482,201.456
2246472397,2246472368,211.464
2246472397,2246472385,72.654
2246472397,2246472511,249.78699999999998
2246472400,2246472430,58.976
2246472400,7379899441,196.84699999999998
2246472400,11054622625,70.195
2246472402,4357290595,8.94
2246472402,4357290597,62.537
2246472402,4357290591,65.505
2246472406,2246472379,200.361
2246472406,2246472445,82.482
2246472406,2246472476,155.164
2246472414,2246472471,96.612
2246472414,2246472463,107.772
2246472416,2246472391,61.928
2246472422,1392485609,98.177
2246472422,2246472471,105.486
2246472422,2246472474,96.062
2246472430,2246472459,53.237
2246472430,11054554796,92.764
2246472430,2246472400,58.976
2246472442,2246472497,77.128
2246472442,1366027980,87.288
2246472442,245668052,89.935
2246472445,2246472385,200.926
2246472445,2246472406,82.482
2246472445,2246472482,74.519
2246472445,2246472476,143.609
2246472459,2246472430,53.237
2246472459,2246472509,131.001
2246472459,2246472484,47.239999999999995
2246472463,2246472507,98.61
2246472463,2246472505,81.829
2246472465,1643035300,161.297
2246472465,2246472590,202.87
2246472465,1643047697,73.502
2246472471,2246472414,96.612
2246472471,2246472519,97.248
2246472471,2246472507,104.538
2246472471,2246472422,105.486
2246472474,1366027983,91.45
2246472474,2246472519,98.162
2246472474,2246472422,96.062
2246472476,2246472537,69.167
2246472476,2246472406,155.164
2246472476,2246472445,143.60899999999998
2246472478,11054554796,31.892
2246472482,2246472397,201.456
2246472482,2246472445,74.519
2246472482,2246472511,56.318
2246472484,2246472527,105.098
2246472484,2246472515,50.364000000000004
2246472484,2246472459,47.24000000000001
2246472488,1643035303,166.353
2246472488,2246472516,35.494
2246472488,1643047697,76.278
2246472497,2246472442,77.128
2246472505,2246472550,97.499
2246472505,2246472547,93.451
2246472507,2246472463,98.61
2246472507,2246472562,94.025
2246472507,2246472550,82.955
2246472507,2246472471,104.538
2246472509,2246472459,131.001
2246472511,2246472482,56.318
2246472511,2246472556,84.073
2246472511,2246472397,249.78699999999998
2246472515,10936374463,66.606
2246472515,1643035306,44.961999999999996
2246472515,2246472484,50.364000000000004
2246472516,2246472488,35.494
2246472516,11057926918,99.52799999999999
2246472516,2246472600,203.67
2246472519,2246472471,97.248
2246472519,2246472580,103.68
2246472519,2246472562,103.547
2246472519,2246472474,98.162
2246472521,4264598335,68.393
2246472521,2246472529,101.331
2246472521,2246472570,74.243
2246472523,2246472535,104.099
2246472523,2246472626,158.249
2246472523,12068018711,38.624
2246472527,2246472484,105.098
2246472529,2246472521,101.331
2246472529,2246472533,47.924
2246472529,2246472384,274.28700000000003
2246472533,2246472529,47.924
2246472533,6569434369,201.74300000000002
2246472533,2246472576,74.79299999999999
2246472533,7379722817,259.31899999999996
2246472535,2246472523,104.099
2246472537,11335192190,96.712
2246472537,2246472476,69.167
2246472537,2246472568,76.61
2246472539,1451889994,129.843
2246472547,2246472588,96.784
2246472547,5242502020,32.522999999999996
2246472550,2246472505,97.499
2246472550,2246472604,95.924
2246472550,2246472588,96.89
2246472550,2246472507,82.955
2246472552,2246472590,153.398
2246472556,2246472511,84.073
2246472556,12635078803,7.393
2246472556,2246472382,434.44899999999996
2246472562,2246472507,94.025
2246472562,2246472615,104.986
2246472562,2246472604,88.249
2246472562,2246472519,103.547
2246472568,4357300475,17.614
2246472568,2246472537,76.61
2246472568,1451898158,127.447
2246472570,2246472521,74.243
2246472570,2246472617,82.437
2246472570,7379636283,155.28300000000002
2246472576,2246472533,74.79299999999999
2246472576,7379636283,36.06
2246472576,7378897021,61.739999999999995
2246472580,2246472519,103.68
2246472580,2246472615,106.596
2246472580,7401192412,89.686
2246472588,2246472602,26.184
2246472588,2246472550,96.89
2246472588,2246472640,94.482
2246472588,2246472547,96.784
2246472590,1643047703,56.951
2246472590,2246472552,153.398
2246472590,2246472465,202.87
2246472600,11057926918,92.041
2246472600,1643047701,74.299
2246472600,2246472516,203.67
2246472602,2246472588,26.184
2246472604,2246472550,95.924
2246472604,2246472644,99.358
2246472604,2246472640,97.489
2246472604,2246472562,88.249
2246472611,2246472636,135.572
2246472615,2246472562,104.986
2246472615,2246472580,106.596
2246472615,7046060440,76.969
2246472617,2246472570,82.437
2246472617,2246472666,96.413
2246472617,2246472628,115.775
2246472626,6497154928,71.76
2246472626,2246472523,158.249
2246472626,4357381478,138.805
2246472628,7379636283,73.816
2246472628,2246472617,115.775
2246472628,2246472672,116.701
2246472636,1643047703,11.936
2246472636,245668490,74.489
2246472636,2246472611,135.572
2246472640,2246472646,61.834
2246472640,2246472604,97.489
2246472640,2246472674,100.385
2246472640,2246472588,94.482
2246472644,2246472604,99.358
2246472644,7046060440,9.09
2246472644,2246472674,97.838
2246472646,2246472640,61.834
2246472653,2246472670,44.13
2246472653,10936416197,70.843
2246472653,1643035311,75.661
2246472666,6572192884,23.036
2246472666,10279730299,93.983
2246472666,2246472617,96.413
2246472670,2246472681,46.781
2246472670,2246472653,44.13
2246472670,10928692896,69.323
2246472672,6572192876,13.001
2246472672,4366100891,122.68100000000001
2246472672,2246472628,116.701
2246472674,2246472640,100.385
2246472674,2246472644,97.838
2246472681,2246472670,46.781
2246472681,2246472691,44.985
2246472681,10928692896,111.364
2246472691,2246472681,44.985
2246472876,1451889993,133.111
2246472876,1451889982,58.25
2246472876,1451880141,34.468
2246660981,2246660993,161.589
2246660981,3463796101,77.028
2246660981,2248802688,112.439
2246660983,10264297683,59.669
2246660983,2246661000,98.334
2246660983,2246661008,160.798
2246660987,2248802708,55.307
2246660987,10264297694,7.76
2246660987,6495626249,170.235
2246660993,2246660987,52.534
2246660993,2246660981,161.589
2246660993,10264297693,8.488
2246661000,2246661012,77.459
2246661000,2246660983,98.334
2246661008,2246661020,108.189
2246661008,2246660983,160.798
2246661008,2246661016,86.362
2246661012,2246661020,93.744
2246661012,2246661000,77.459
2246661012,10264297674,58.593999999999994
2246661016,2246661022,120.985
2246661016,2246661008,86.362
2246661018,1367093155,174.446
2246661018,10264297674,7.452
2246661020,2246661022,91.193
2246661020,2246661008,108.189
2246661020,2246661012,93.744
2246661022,2246661020,91.193
2246661022,10264297673,62.654
2246661024,6431435288,238.79
2246661031,6431435288,82.354
2246661031,1366938264,14.215
2246661031,1366938274,65.623
2246661033,1647285766,42.331
2246661033,6431154248,50.162
2246661033,2246661041,167.808
2246661036,2246661041,87.346
2246661036,1647285766,158.834
2246661036,10939580924,89.756
2246661041,2246661036,87.346
2246661041,2246661033,167.808
2246661041,1647285777,129.29399999999998
2246961187,2246471910,41.55
2246961187,2246471824,115.05
2246961187,2439252012,190.30900000000003
2248799739,10244259982,442.14099999999996
2248799739,10921015132,237.62699999999998
2248799739,2248799768,59.892
2248799749,4357258313,693.622
2248799749,9714053525,163.463
2248799749,10921015132,133.455
2248799768,2248799803,56.626000000000005
2248799768,2248799832,113.017
2248799768,2248799739,59.891999999999996
2248799774,2248799793,38.2
2248799774,10921015132,24.992
2248799774,2248799832,176.12400000000002
2248799793,12432789115,83.622
2248799793,2248799774,38.2
2248799793,12432762467,217.649
2248799803,2248799768,56.626
2248799803,2248799834,99.224
2248799803,12330335877,90.261
2248799832,10938932170,55.738
2248799832,2248799768,113.017
2248799832,2248799774,176.12400000000002
2248799834,9874154278,14.961
2248799834,2248799803,99.224
2248799834,9874154281,80.67500000000001
2248799933,2248799999,186.495
2248799933,2439202851,61.260000000000005
2248799933,7361655314,153.514
2248799933,2439202849,225.823
2248799999,2248800002,14.22
2248799999,2248799933,186.49499999999998
2248799999,7361655314,20.141
2248800002,2248799999,14.22
2248800002,2248800091,177.196
2248800002,7361655305,56.749
2248800044,7361655305,101.53499999999998
2248800091,2248800002,177.19599999999997
2248800091,7361631184,80.59
2248800091,7361631170,14.726
2248800213,2248800256,223.561
2248800213,10279835727,144.148
2248800256,2248800213,223.561
2248800256,2248800270,66.609
2248800256,2248800508,182.01600000000002
2248800270,2248800256,66.609
2248800508,2248800256,182.01600000000002
2248800508,4357265406,191.83999999999997
2248800508,4357265401,91.755
2248800562,7357642061,24.433
2248800564,2248800718,139.00900000000001
2248800587,2248800614,14.742
2248800590,4357265419,55.065
2248800590,10279835725,26.61
2248800590,4357265420,124.54199999999997
2248800590,7357642061,52.620999999999995
2248800614,2248800587,14.742
2248800614,7357642068,56.936
2248800614,7357642066,84.768
2248800614,10548119185,123.258
2248800680,7357642066,47.705
2248800680,2248800830,154.709
2248800680,10244259997,148.475
2248800706,7357639802,50.053
2248800706,4357265417,15.165
2248800706,2248800707,54.348
2248800706,2248800716,71.307
2248800707,7357642063,46.942
2248800707,2248800706,54.348
2248800707,2248800893,150.62
2248800716,2248800706,71.307
2248800716,2248800718,52.648
2248800716,7357639803,45.179
2248800716,4357265418,49.265
2248800718,2248800899,120.28
2248800718,2248800716,52.648
2248800718,2248800722,90.896
2248800718,2248800564,139.00900000000001
2248800722,2248800718,90.896
2248800722,7357622187,143.24
2248800741,11057952678,211.069
2248800794,10548119185,58.862
2248800794,2248800804,67.689
2248800794,2248800844,49.596999999999994
2248800804,2248800852,103.33
2248800804,2248800794,67.689
2248800804,2248800987,123.721
2248800824,2248800830,56.644
2248800824,4362754055,72.694
2248800824,10941851004,49.322
2248800830,2248800961,80.594
2248800830,2248800824,56.644
2248800830,2248800680,154.709
2248800830,2248800844,175.30399999999997
2248800832,2248800904,59.856
2248800832,7357639802,54.655
2248800832,4357265421,65.326
2248800844,2248800830,175.304
2248800844,2248800977,80.37700000000001
2248800844,2248800794,49.596999999999994
2248800852,4362754034,91.546
2248800852,2248800982,125.728
2248800852,2248800804,103.33
2248800886,2248800893,30.75
2248800893,2248800904,54.282
2248800893,2248800886,30.75
2248800893,2248800707,150.62
2248800899,2248800718,120.28
2248800904,2248800832,59.856
2248800904,2248800893,54.282
2248800904,2248800919,63.933
2248800904,2248800999,43.746
2248800919,10939569282,24.454
2248800919,4357265421,54.019
2248800919,2248800904,63.933
2248800961,2248800830,80.594
2248800961,2248801057,76.029
2248800961,2248800971,102.163
2248800961,4362754055,75.40599999999999
2248800971,2248801069,78.608
2248800971,2248800977,60.795
2248800971,2248800961,102.163
2248800977,2248800971,60.795
2248800977,2248800987,76.625
2248800977,2248800844,80.377
2248800982,7362076301,108.65
2248800982,2248800852,125.72800000000001
2248800982,4362754034,115.857
2248800986,2248800999,92.324
2248800987,4362754034,97.46100000000001
2248800987,2248800977,76.625
2248800987,2248800804,123.721
2248800994,10244260001,14.915
2248800994,632299700,43.076
2248800999,2248800986,92.324
2248800999,12638251212,73.139
2248800999,2248800904,43.746
2248800999,11250407992,84.01
2248801048,10244260001,47.71000000000001
2248801048,10244260002,28.537
2248801048,2248801055,99.473
2248801055,2248801057,5.773
2248801055,2248801178,83.068
2248801055,2248801048,99.473
2248801057,2248800961,76.029
2248801057,2248801055,5.773
2248801057,2248801069,99.61
2248801066,3878560460,16.43
2248801066,5217918622,113.34299999999999
2248801069,2248800971,78.608
2248801069,2248801057,99.61
2248801069,2248801073,68.61
2248801073,2248801212,92.455
2248801073,7357622185,41.398
2248801073,2248801069,68.61
2248801073,4362754018,60.98
2248801080,7362076308,13.971
2248801080,2248801082,121.81
2248801082,245663817,56.017
2248801082,7362076310,16.331
2248801114,4362754018,53.538
2248801114,7362076314,40.157
2248801114,7358289916,377.521
2248801148,7362076301,10.822
2248801148,1651404914,101.422
2248801164,10244260003,13.863
2248801164,12295858287,69.452
2248801178,2248801055,83.068
2248801178,2248801201,85.11699999999999
2248801178,7357677882,70.414
2248801178,10244260003,131.064
2248801201,2248801269,91.761
2248801201,2248801212,76.552
2248801201,2248801178,85.11699999999999
2248801212,2248801073,92.455
2248801212,11057914757,49.77
2248801212,2248801201,76.552
2248801223,3878560460,112.29299999999999
2248801226,7361765512,46.514
2248801226,7361765512,384.16700000000003
2248801226,245663817,99.228
2248801269,2248801321,105.296
2248801269,2248801201,91.761
2248801269,2248801272,67.459
2248801272,2248801269,67.459
2248801272,11057914757,35.785
2248801272,2248801330,103.767
2248801307,9679154874,145.52499999999998
2248801314,245664114,67.597
2248801314,9679154874,20.431
2248801321,2248801269,105.296
2248801321,4362754014,45.285
2248801321,2248801330,58.846000000000004
2248801330,7358289916,89.67999999999999
2248801330,2248801321,58.846000000000004
2248801330,2248801272,103.76700000000001
2248801431,2629741730,16.348
2248801431,12378563177,11.162
2248801431,7361765512,208.4
2248801466,7302297226,62.124
2248801466,2248801593,146.784
2248801466,2248801492,127.86099999999999
2248801466,4357273791,166.552
2248801492,2248801466,127.86099999999999
2248801492,2248801619,57.52
2248801492,2248801851,318.23400000000004
2248801519,10927957037,97.513
2248801519,11021650358,186.45699999999997
2248801593,2248801660,60.333
2248801593,4292824317,429.37300000000005
2248801593,2248801763,131.266
2248801593,2248801466,146.784
2248801619,7302297226,94.96199999999999
2248801619,2248801492,57.52
2248801619,2248801715,55.937999999999995
2248801625,10941880419,5.593
2248801625,2248801914,207.70299999999995
2248801625,2248801763,191.03999999999996
2248801660,2248801767,54.734
2248801660,2248801593,60.333
2248801660,2248801826,95.55600000000001
2248801660,7302297226,111.3
2248801715,2248801840,69.449
2248801715,2248801767,154.232
2248801715,2248801619,55.937999999999995
2248801763,2248801826,66.102
2248801763,2248801924,106.02600000000001
2248801763,2248801593,131.26600000000002
2248801763,2248801625,191.04
2248801767,2248801660,54.734
2248801767,2248801870,69.73100000000001
2248801767,2248801923,125.04599999999999
2248801767,2248801715,154.23199999999997
2248801786,11292989707,11.068
2248801826,2248801763,66.102
2248801826,2248801926,84.606
2248801826,2248801660,95.556
2248801840,2248801715,69.449
2248801840,1643351764,71.633
2248801840,2248801870,73.801
2248801851,11292989707,76.685
2248801851,2248801492,318.23400000000004
2248801851,4357272774,236.55700000000002
2248801866,10279809054,12.244
2248801866,245664055,306.558
2248801870,2248801767,69.73100000000001
2248801870,2248801840,73.80099999999999
2248801870,2248801921,62.059
2248801898,1367092731,84.94300000000001
2248801898,10213559501,202.932
2248801913,2248801963,71.234
2248801914,2248801625,207.70299999999997
2248801914,2248801924,69.45
2248801914,12311836735,79.53
2248801921,1643351764,77.44
2248801921,2248801870,62.059
2248801921,2248801923,71.006
2248801923,2248801926,55.731
2248801923,2248801767,125.04599999999999
2248801923,2248801921,71.006
2248801924,2248801926,64.237
2248801924,2248801914,69.45
2248801924,2248802006,120.62700000000001
2248801924,2248801763,106.02600000000001
2248801926,2248801924,64.237
2248801926,2248801923,55.731
2248801926,2248801826,84.606
2248801926,8711343065,157.845
2248801926,8711343065,116.775
2248801928,1367092760,122.167
2248801928,11021500840,168.27100000000002
2248801928,2248801935,94.477
2248801935,11050911649,33.028
2248801935,11021619024,61.018
2248801935,2248801928,94.477
2248801950,2248802050,73.75
2248801955,2248801962,101.584
2248801960,12311836735,16.579
2248801960,2248802006,69.018
2248801962,2248801955,101.584
2248801962,2248801963,6.424
2248801962,2248802192,134.47
2248801963,2248801913,71.234
2248801963,2248801962,6.424
2248801963,9679154869,39.73
2248801986,11242971649,92.34
2248802001,1336408320,171.984
2248802001,2248802188,123.98599999999999
2248802001,9969739085,81.97999999999999
2248802006,10207346706,6.704
2248802006,2248802082,63.587
2248802006,2248801924,120.62700000000001
2248802050,7358246046,76.572
2248802050,11242732405,54.077999999999996
2248802050,2248801950,73.75
2248802082,10207346707,5.266
2248802082,8711343065,42.226
2248802082,632313274,121.116
2248802128,2248802329,197.868
2248802128,245664764,74.319
2248802128,9898838390,244.64499999999998
2248802165,1643264273,160.143
2248802188,1336408320,218.92899999999997
2248802188,1336410623,89.649
2248802188,2248802001,123.986
2248802192,2248801962,134.47
2248802193,2248802282,97.852
2248802193,4357273797,72.66300000000001
2248802193,10928949496,91.836
2248802247,6569231063,17.584
2248802247,4357272770,178.053
2248802247,11242800174,216.126
2248802276,4357272779,73.71
2248802276,245664842,101.699
2248802282,4357272781,149.607
2248802282,2248802193,97.852
2248802329,2248802128,197.868
2248802329,6488201809,118.263
2248802329,6488201811,204.375
2248802351,4264598305,14.796
2248802351,2629741752,76.626
2248802356,2629741755,77.656
2248802364,2248802430,142.021
2248802401,10207346714,15.694
2248802401,6571910349,149.604
2248802418,2248802460,93.793
2248802418,1642951853,108.91499999999999
2248802418,7383907165,111.135
2248802430,2629741753,170.06
2248802430,2248802364,142.021
2248802430,10279771671,86.621
2248802442,2248802467,60.177
2248802442,2248802449,90.188
2248802442,2629741757,186.63400000000001
2248802449,2248802442,90.188
2248802449,4264598305,263.353
2248802449,1643351862,521.298
2248802460,2248802531,171.049
2248802460,2248802418,93.793
2248802460,2248802537,208.105
2248802467,2248802442,60.177
2248802531,2248802532,12.082
2248802531,2248802460,171.049
2248802531,1642951853,371.345
2248802532,2248802537,59.054
2248802532,2248802537,216.31400000000002
2248802532,2248802531,12.082
2248802537,1654348871,78.568
2248802537,2248802532,59.054
2248802537,2248802532,216.314
2248802537,2248802460,208.105
2248802573,5912237790,132.05
2248802573,2248802662,136.56
2248802581,1366795134,10.99
2248802581,1366795076,195.781
2248802662,5913226353,235.26800000000003
2248802662,2248802573,136.56
2248802664,2248802708,206.312
2248802664,2248802693,105.555
2248802664,6435209454,49.327
2248802688,2248802708,50.071
2248802688,2246660981,112.439
2248802688,3530882614,122.748
2248802693,10264297692,7.487
2248802693,2248802664,105.555
2248802695,9860341832,4.461
2248802695,10925545134,161.64600000000002
2248802699,4362728148,142.821
2248802699,9857764833,32.084
2248802699,1651414472,38.142
2248802701,2248802705,45.956
2248802701,8973771543,222.612
2248802705,6583371982,7.673
2248802705,10882783547,120.958
2248802708,2248802688,50.071
2248802708,2246660987,55.307
2248802708,2248802664,206.312
2248802786,10925545134,9.265
2248802786,9860341832,165.94400000000002
2248802788,8693180277,40.802
2248802788,1367093082,69.093
2248802788,1367093086,204.762
2248802788,1643351864,151.29
2248802798,1651414487,46.131
2248802798,6293072354,152.22899999999998
2248802798,4362728148,144.738
2264152050,12364540586,488.57
2264152051,8976481324,334.77000000000004
2264152051,7379602410,549.2149999999999
2322141826,245665597,340.545
2322141826,9311818790,7.8
2322141826,245665495,65.951
2439202824,1366986955,20.201
2439202824,7311257216,23.057000000000002
2439202824,9874154272,197.86200000000002
2439202849,2439202851,188.808
2439202849,7311257211,98.59300000000002
2439202849,2248799933,225.82299999999998
2439202851,2439202849,188.808
2439202851,2248799933,61.260000000000005
2439202851,8704691468,217.56300000000002
2439202872,1650809508,936.585
2439202872,2966389530,533.92
2439202936,2966349058,208.946
2439202967,3212163820,938.869
2439202967,2246471863,463.95
2439252012,2439252016,25.93
2439252012,2804500706,202.841
2439252012,2246961187,190.30900000000003
2439252016,2439252012,25.93
2439252016,2439252024,107.64800000000001
2439252021,1232644362,51.665
2439252021,2439252016,48.266000000000005
2439252024,2439252025,37.961
2439252024,4465528799,174.601
2439252025,2439252024,37.961
2439252025,12951494701,318.736
2439252025,1232644362,138.78699999999998
2439252027,11043282242,212.882
2439252027,1232644726,9.403
2439252028,10750563816,22.395
2439252028,5865538271,36.344
2439252028,11929993564,295.041
2439252035,2246472069,43.981
2439252035,2439252027,50.495
2439273023,12777714547,88.919
2439359832,6117377483,5.339
2439359832,12430193496,122.74
2622177294,6435423923,14.161
2629741730,2248801431,16.348
2629741730,11021500840,152.097
2629741730,5838250403,423.261
2629741731,2629741730,129.375
2629741731,12378615927,120.153
2629741740,1643264260,24.423
2629741740,6573759450,60.992
2629741740,1643264250,16.94
2629741746,10279809028,254.472
2629741746,1651421877,90.975
2629741747,1643351766,16.873
2629741747,2629741746,37.598
2629741747,10279809015,271.81399999999996
2629741752,245664905,16.688
2629741752,2629741747,251.85
2629741753,2248802430,170.06
2629741753,2629741755,61.91
2629741755,2248802356,77.656
2629741755,2629741757,81.388
2629741757,2248802442,186.63400000000001
2629741757,4264598304,299.62199999999996
2647295298,4357273836,37.272
2647295298,11052130893,46.666
2647295298,9787130731,104.735
2715412074,2966389529,2537.7999999999997
2804431000,1232644665,76.28999999999999
2804433701,2804433703,18.223
2804433701,1643031072,293.742
2804433703,2804433701,18.223
2804433703,2804431000,48.334
2804433703,1232644316,116.091
2804441140,2804441153,34.64
2804441140,2804449481,29.261
2804441143,10882788619,562.734
2804441145,2804449487,43.807
2804441145,2804441150,34.356
2804441150,2804441143,35.469
2804441150,2804441140,11.423
2804441153,2804449494,33.278
2804441153,2804441145,11.486
2804443043,2804441145,31.512
2804443043,2804449487,49.749
2804444332,2804441140,35.158
2804444332,2804449481,50.745000000000005
2804449479,2804441153,25.348
2804449479,2804449494,46.736000000000004
2804449481,2804450686,324.3
2804449483,2804441150,34.017
2804449483,2804441143,50.862
2804449487,2804491973,484.55800000000005
